"Add Option","Option hinzufügen"
"Attribute Code","Attribut-Code"
"Attribute Label","Attribut Label"
"Attribute Properties","Attribut-Eigenschaften"
"Attribute object is undefined","Attribut Objekt ist nicht definiert"
"Attribute with the same code","Attribut mit dem gleichen Code"
"Catalog Input Type for Store Owner","Katalog Eingabetyp für Shop-Betreiber"
"Date","Datum"
"Decimal Number","Dezimalzahl"
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","Standardsortierung der Artikelliste steht in den verfügbaren Sortierungen nicht zur Auswahl."
"Default Value","Standardwert"
"Delete","Löschen"
"Dropdown","Dropdown-Liste"
"Email","E-Mail"
"Entity is not initialized","Datensatz ist nicht initialisiert"
"Entity object is undefined","Entitäten-Objekt ist nicht definiert"
"Form Element with the same attribute","Formular-Element mit dem gleichen Attribut"
"Form Fieldset with the same code","Formular-Feldset mit dem gleichen Code"
"Form Type with the same code","Formular-Typ mit dem gleichen Code"
"Input Validation for Store Owner","Eingabeüberprüfung für Shopbetreiber"
"Integer Number","Ganze Zahl"
"Invalid alias, already exists in joint attributes","Ungültiger Alias existiert bereits in gemeinsam genutzten Attributen"
"Invalid date","Ungültiges Datum"
"Invalid joint fields","Ungültige gemeinsame Felder"
"Joint field or attribute expression with this alias is already declared","Gemeinsamer Feld oder Attribut Ausdruck mit diesem Alias ist bereits deklariert"
"Letters","Buchstaben"
"Letters (a-z, A-Z) or Numbers (0-9)","Buchstaben (a-Z, A-Z) oder Zahlen (0-9)"
"Multiple Select","Mehrfach Auswahl"
"No","Nein"
"None","Keine"
"Required","Erforderlich"
"Text Area","Mehrzeiliger Text"
"Text Field","Einzeiliges Textfeld"
"Unique Value","Einmaliger Wert"
"Unique Value (not shared with other products)","Eindeutiger Wert (nicht mit anderen Produkten geteilt)"
"Values Required","Werte erforderlich"
"Yes","Ja"
"Yes/No","Ja/Nein"
