"A block identifier with the same properties already exists in the selected store.","En block-identifierare med samma egenskaper finns redan i den valda butiken."
"Action","Åtgärd"
"Add New Block","Lägg till nytt Block"
"Add New Page","Lägg till ny sida"
"All Countries","Alla länder"
"Anchor Custom Text","Anpassad ankartext"
"Anchor Custom Title","Ankarets anpassade titel"
"Block Information","Block information"
"Block Title","Blocktitel"
"CMS Home Page","Startsida"
"CMS No Route Page","Ingen-sida-funnen för CMS"
"CMS Page","CMS-sida"
"CMS Page Link","CMS-sidlänk"
"CMS Page Link Block Template","CMS-sidlänk blockmall"
"Collapse All","Fäll ihop alla"
"Content","Innehåll"
"Content Heading","Innehållsrubrik"
"Content Management","Innehållshantering"
"Custom Design","Anpassad Design"
"Custom Layout","Anpassad layout"
"Custom Theme","Anpassat tema"
"Customer Tax Class Information","Information om momsklass för kund"
"Date Created","Skapades den"
"Delete Block","Ta bort block"
"Delete File","Radera fil"
"Delete Folder","Ta bort mapp"
"Delete Page","Ta bort sida"
"Description","Beskrivning"
"Disabled","Inaktiverad"
"Disabled Completely","Totalt inaktiverad"
"Disabled by Default","Avaktiverad som standard"
"Edit Block","Redigera block"
"Edit Block '%s'","Ändra blocket '%s'"
"Edit Page","Redigera sida"
"Edit Page '%s'","Ändra sidan '%s'"
"Enable WYSIWYG Editor","Aktivera WYSIWYG redigerare"
"Enabled","Aktiverad"
"Enabled by Default","Aktiverad som standard"
"Expand All","Expandera alla"
"General Information","Allmän Information"
"Go to Home Page","Gå till startsidan"
"Home","Hem"
"Identifier","Identifierare"
"Insert File","Infoga fil"
"Keywords","Nyckelord"
"Last Modified","Senast ändrad"
"Layout Update XML","Layout xmluppdatering"
"Link to a CMS Page","Länk till CMS-sida"
"Manage Pages","Hantera sidor"
"Media Gallery","Mediagalleri"
"Media Storage","Medialagring"
"Meta Data","Metadata"
"Meta Description","Metabeskrivning"
"Meta Keywords","Metanyckelord"
"New Block","Nytt block"
"New Folder Name:","Nytt mappnamn:"
"New Page","Ny Sida"
"No files found","Hittade inga filer"
"Page Information","Sidinformation"
"Page Status","Sidstatus"
"Page Title","Sidrubrik"
"Pages","Sidor"
"Product Tax Class Information","Information om momsklass för produkt"
"Save Block","Spara block"
"Save Page","Spara sida"
"Select Block...","Välj Block..."
"Select Page...","Välj sida..."
"Show Breadcrumbs for CMS Pages","Visa brödsmulor för CMS-sidor"
"Static Blocks","Statiska block"
"Storage Root","Lagringsrot"
"Store View","Butiksvy"
"Template","Mall"
"The page has been deleted.","Sidan har tagits bort."
"This block no longer exists.","Det här blocket finns inte längre."
"This page no longer exists.","Den hör sidan finns inte längre."
"Title","Titel"
"URL Key","URL"
"WYSIWYG Options","WYSIWYG inställningar"
