"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Увага</strong>: Captcha чутливий до регістру."
"After number of attempts to login","Після декількох спроб увійти"
"Always","Завжди"
"CAPTCHA Timeout (minutes)","Час очікування CAPTCHA (хвилин)"
"Case Sensitive","Чутливе до регістру"
"Displaying Mode","Режим відображення"
"Enable CAPTCHA in Admin","Увімкнути CAPTCHA в адмін-панелі"
"Font","Шрифт"
"Forms","Форми"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Якщо вказано 0, CAPTCHA на формі входу буде завжди доступний."
"Incorrect CAPTCHA.","Некоректний CAPTCHA."
"Number of Symbols","Кількість символів"
"Number of Unsuccessful Attempts to Login","Кількість невдалих спроб входу"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Будь ласка, вкажіть щонайбільше 8 символів. Дозволений діапазон (наприклад, 3-5)"
"Please type the letters below","Будь ласка, введіть літери нижче"
"Reload captcha","Перезавантажити captcha"
"Symbols Used in CAPTCHA","Символи, що використовуються в CAPTCHA"
