"Add Option","Pilihan Baru"
"Attribute Code","Kode Atribut"
"Attribute Label","Lebel atribut"
"Attribute Properties","Atribut properti"
"Attribute object is undefined","Sifat objek tidak diketahui"
"Attribute with the same code","Perlengkapan dengan kode yang sama"
"Catalog Input Type for Store Owner","Jenis Masukan Katalog untuk Pemilik Toko"
"Date","Tanggal"
"Decimal Number","Angka desimal"
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","Produk default berdasarkan daftar penyortiran tidak ada di daftar ketersediaan produk."
"Default Value","Nilai Default"
"Delete","Hapus"
"Dropdown","Tarik kebawah"
"Entity is not initialized","Entitas tidak diinialisasi"
"Entity object is undefined","Satuan objek tidak diketahui"
"Form Element with the same attribute","Bentuk elemen dengan atribut yang sama"
"Form Fieldset with the same code","Bentuk penetapan bidang dengan kode yang sama"
"Form Type with the same code","Bentuk jenis dengan code yang sama"
"Input Validation for Store Owner","Validasi Masukan untuk Pemilik Toko"
"Integer Number","Angka bilangan bulat"
"Invalid alias, already exists in joint attributes","Alias tidak sah, sudah ada perlengkapan bersama"
"Invalid date","Tanggal tidak benar"
"Invalid joint fields","Bidang gabungan tidak sah"
"Joint field or attribute expression with this alias is already declared","Ekspresi lapangan bersama atau perlengkapan dengan alias ini sudah dinyatakan"
"Letters","Surat"
"Letters (a-z, A-Z) or Numbers (0-9)","Surat (a-z, A-Z) atau angka (0-9)"
"Multiple Select","Pilihan Ganda"
"No","Tidak"
"None","Kosong"
"Required","Wajib"
"System","Sistem"
"Text Area","Area Teks"
"Text Field","Bidang Teks"
"Unique Value","Nilai yang Unik"
"Unique Value (not shared with other products)","Nilai yang unik (tidak dibagi dengan produk lain)"
"Values Required","Nilai yang diperlukan"
"Yes","Ya"
"Yes/No","Ya/Tidak"
