"""%s"" is not available in the requested quantity. %s of the items will be backordered.","%s nu este disponibil în cantitatea cerută. %s din articole vor fi precomandate."
"%s is available for purchase in increments of %s only.","%s e disponibil pentru achiziționare în trepte de %s numai."
"%s is not a correct comparsion method.","%s nu e o metodă corectă de comparație."
"<strong>Note</strong> that these settings are applicable to cart line items, not the whole cart.","<strong>Rețineți</strong> că aceste setări sunt aplicabile la linii de articole de coș de cumpărături și nu la întregul coș."
"Add Minimum Qty","Adăugare cantitate minimă"
"Allow Qty Below 0","Acceptați cantitate sub 0"
"Allow Qty Below 0 and Notify Customer","Acceptați cantitate sub 0 și notifică clientul"
"Automatically Return Credit Memo Item to Stock","Returnați automat aticolul notă de credit în stoc"
"Backorders","Comenzi în așteptare"
"By Fixed value","După valoare fixă"
"By Percentage","După Procent"
"Cannot specify product identifier for the order item.","Nu se poate specifica identificatorul produsului pentru articolul de comandă."
"Catalog Inventory","Inventar Catalog"
"Decrease Stock When Order is Placed","Scădeți din stoc la plasarea comenzii"
"Display Out of Stock Products","Afișați produsele epuizate din stoc"
"Display products availability in stock in the frontend","Afișare disponibilitate stoc produse pe interfața client"
"Enable Qty Increments","Activați creșteri cantitate"
"In Stock","în stoc"
"Index Product Stock Status","Status Stoc Produs Indexat"
"Inventory","Inverntar"
"Inventory API","API Inventar"
"Inventory Section","Secţiune Inventar"
"Manage Stock","Gestionare stoc"
"Maximum Qty Allowed in Shopping Cart","Cantitate maximă admisă în coșul de cumpărături"
"Minimum Qty","Cantitate minimă"
"Minimum Qty Allowed in Shopping Cart","Cantitate minimă admisă în coșul de cumpărături"
"Multi update product stock data","Actualizare multiplă date stoc produse"
"No Backorders","Nici o comandă în așteptare"
"Not all products are available in the requested quantity","Nu toate produsele sunt disponibile în catitatea cerută"
"Notify for Quantity Below","Notificați pentru cantitate mai jos"
"Only X left Threshold","Prag doar X articole rămase"
"Out of Stock","Epuizat din stoc"
"Product Name","Numele produsului"
"Product Stock Options","Opțiuni stoc produs"
"Products will still be shown by direct product URLs.","Produsele vor fi afișate prin URL-uri directe produs"
"Qty","Cantitate"
"Qty Increments","Creșteri cantitate"
"Qty for Item's Status to Become Out of Stock","Cant. la care Statusul Articolului Devine Stoc Epuizat"
"Retrieve stock data","Obţinere Date Stoc"
"Retrieve stock data by product ids","Obţinere date de stoc după id-uri de produs"
"Rule price","Reguli preț"
"Set Items' Status to be In Stock When Order is Cancelled","Setați statusul articolelor ca fiind în Stoc la anularea comenzii"
"Some of the products are currently out of stock.","Unele din produse nu sunt momentan pe stoc."
"Some of the products cannot be ordered in requested quantity.","Unele din produse nu pot fi comandate în cantitatea cerută."
"Some of the products cannot be ordered in the requested quantity.","Unele din produse nu pot fi comandate în cantitatea cerută."
"Stock Options","Opțiuni stoc"
"Stock Status","Stare Stoc"
"The maximum quantity allowed for purchase is %s.","Cantitatea maximă care poate fi cumpărată este %s."
"The minimum quantity allowed for purchase is %s.","Cantitatea minimă care poate fi cumpărată este %s."
"The requested quantity for ""%s"" is not available.","Cantitatea solicitată de ""%s"" nu este disponibilă."
"The stock item for Product in option is not valid.","Articolul din stoc pentru Produsul din opțiune nu este valid."
"The stock item for Product is not valid.","Stocul articolului pentru Produs nu e valid."
"This product is available for purchase in increments of %s only.","Acest produs e disponibil doar în trepte de %s."
"This product is currently out of stock.","Momentan, acest produs nu este în stoc."
"This product is not available in the requested quantity. %s of the items will be backordered.","Acest produs nu e disponibil în cantitatea cerută. %s din articole vor fi precomandate."
"To Fixed Value","Până la Valoare Fixă"
"To Percentage","Până la Procent"
"Undefined product type.","Tip produs nedefinit."
"Update","Actualizare"
"Update product stock data","Actualizare date stoc produse"
"Update the Product","Actualizare Produs"
