"Click here not to receive alerts for this product","الضغط هنا لعدم تلقي تنبيهات لهذا المنتج"
"Error Email Recipient","خطأ فى مستقبل الرسالة"
"Error Email Sender","خطأ فى مرسل الرسالة"
"Error Email Template","خطأ فى قالب الرسالة"
"Frequency","التردد"
"Product price alert","تنبيه سعر المنتج"
"Product stock alert","تنبيه مخزون المنتج"
"Sign up for price alert","الاشتراك في تنبيه السعر"
"Sign up to get notified when this product is back in stock","الاشتراك لتلقي تنبيه عندما يتوافر هذا المنتج بالمخزون ثانية"
"Special price:","سعر خاص:"
"Start Time","زمن البداية"
"Unsubscribe from all price alerts","إلغاء الاشتراك من كل تنبيهات السعر"
"Unsubscribe from all stock alerts","إلغاء الاشتراك من كل تنبيهات المخزون"
