"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Atenció</strong>: Captcha és sensible a majúscules i minúscules."
"After number of attempts to login","Després d'un nombre d'intents d'inici de sessió"
"Always","Sempre"
"CAPTCHA Timeout (minutes)","Temps d'espera (minuts) del CAPTCHA"
"Case Sensitive","Sensible a majúscules i minúscules"
"Displaying Mode","Mode de visualització"
"Enable CAPTCHA in Admin","Habilita CAPTCHA a Admin"
"Font","Tipus de lletra"
"Forms","Formularis"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Si es posa 0, CAPTCHA sempre estarà disponible a l'inici de sessió."
"Incorrect CAPTCHA.","CAPTCHA incorrecte."
"Number of Symbols","Nombre de símbols"
"Number of Unsuccessful Attempts to Login","Nombre d'intents d'inici de sessió erronis"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Especifiqueu 8 símbols com a màxim. Rang permès (e.g. 3-5)"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Utilitzeu només lletres (a-z or A-Z) o nombres (0-9) en aquest cap. No es permeten espais o altre caràcters.<br />Caràcters similars (e.g. ""i"", ""l"", ""1"") disminueixen el correcte reconeixement per l'usuari."
"Reload captcha","Recarregar captcha"
"Symbols Used in CAPTCHA","Símbols utilitzats al CAPTCHA"
