"A block identifier with the same properties already exists in the selected store.","Já existe na loja selecionada um identificador de bloco com as mesmas propriedades."
"Action","Ação"
"Add New Block","Adicionar Novo Bloco"
"Add New Page","Adicionar Nova Página"
"All Countries","Todos os países"
"Anchor Custom Text","Texto Personalizado da Âncora"
"Anchor Custom Title","Título Personalizado da Âncora"
"Block","Bloco"
"Block Information","Informação de Blocos"
"Block Title","Título do Bloco"
"CMS Home Page","Página Principal CMS"
"CMS No Cookies Page","Página No Cookies CMS"
"CMS No Route Page","Página No Route CMS"
"CMS Page","Página CMS"
"CMS Page Link","Link da Página CMS"
"CMS Page Link Block Template","Template de Bloco do Link da Página CMS"
"CMS Page Link Inline Template","Template Inline do Link da Página CMS"
"CMS Static Block","Bloco Estático CMS"
"CMS Static Block Default Template","Template Pré-definido para Blocos Estáticos CMS"
"Collapse All","Esconder Todos"
"Content","Conteúdo"
"Content Heading","Cabeçalho do Conteúdo"
"Content Management","Gestão de Conteúdo"
"Contents of a Static Block","Conteúdo de um Bloco Estático"
"Custom Design","Design personalizado"
"Custom Layout","Layout Personalizado"
"Custom Theme","Tema Personalizado"
"Delete Block","Remover Bloco"
"Delete File","Apagar Ficheiro"
"Delete Folder","Remover Pasta"
"Delete Page","Remover Página"
"Description","Descrição"
"Design","Desenho"
"Disabled","Inativo"
"Disabled Completely","Desativado Completamente"
"Disabled by Default","Desativado por Pré-definição"
"Edit Block","Editar Bloco"
"Edit Page","Editar Página"
"Enable WYSIWYG Editor","Ativar Editor WYSIWYG"
"Enabled","Ativo"
"Enabled by Default","Ativado por Pré-definição"
"Expand All","Expandir Todos"
"General Information","Informação Geral"
"Go to Home Page","Ir para Página Inicial"
"Home","Início"
"ID","Id."
"Identifier","Identificador"
"If empty, the Page Title will be used","Se estiver vazio, será usado o Título da Página"
"Insert File","Inserir Ficheiro"
"Layout Update XML","Atualização do Layout XML"
"Link to a CMS Page","Link para uma Página CMS"
"Manage Pages","Gerir Páginas"
"Media Gallery","Galeria de Média"
"Media Storage","Armazenamento Média"
"Meta Description","Descrição Meta"
"Meta Keywords","Palavras-chave Meta"
"New Block","Novo Bloco"
"New Folder Name:","Nome da Nova Pasta:"
"New Page","Nova Página"
"No files found","Nenhum ficheiro encontrado"
"Page Information","Informações da Página"
"Page Title","Título da Página"
"Pages","Páginas"
"Redirect to CMS-page if Cookies are Disabled","Redirecionar para Página CMS se as Cookies estiverem Desativadas"
"Save Page","Gravar Página"
"Select Block...","Selecione o Bloco..."
"Select Page...","Selecione a Página..."
"Show Breadcrumbs for CMS Pages","Mostrar Breadcrumbs nas Páginas CMS"
"Show Notice if JavaScript is Disabled","Mostrar Aviso se o JavaScript estiver desativado"
"Static Blocks","Blocos Estáticos"
"Status","Estado"
"Storage Root","Raiz do Armazenamento"
"Store View","Vista da Loja"
"Template","Modelo"
"The page has been deleted.","A página foi apagada."
"This block no longer exists.","Este bloco já não existe."
"This page no longer exists.","Esta página já não existe."
"Title","Título"
"URL Key","Chave URL"
"WYSIWYG Options","Opções WYSIWYG"
