"Abandoned Carts","Opuštěné košíky"
"Abandoned carts","Opuštěné košíky"
"Action","Akce"
"Add to Cart","Přidat do košíku"
"Add to Compare","Přidat k porovnání"
"Add to Wishlist","Přidat k oblíbeným"
"Any","Jakýkoliv"
"Applied Coupon","Použitý kupón"
"Are you sure?","Skutečně chcete provést tuto akci?"
"Bestsellers","Nejprodávanější"
"Bought from wishlists","Koupit ze seznamu přání"
"Carts","Košíky"
"Compared Products Grid Template","Porovnávané produkty v mřížce"
"Compared Products List Template","Porovnávané produkty v seznamu"
"Coupons","Kupóny"
"Coupons Usage Report","Přehled využití kupónů"
"Created At","Vytvořeno v"
"Current Month Starts","Běžný měsíc začíná"
"Customer","Zákazník"
"Customer Name","Jméno zákazníka"
"Customer Tags","Zákaznické štítky"
"Customers","Zákazníci"
"Customers Report","Přehled zákazníků"
"Customers Reviews","Recenze zákazníků"
"Customers Tags","Zákaznické štítky"
"Customers by Number of Orders","Zákazníci podle množství objednávek"
"Customers by Orders Total","Zákazníci podle obratu"
"Customers by number of orders","Zákazníci podle množství objednávek"
"Customers by orders total","Zákazníci podle hodnoty objednávek"
"Customers that have wishlist: %s%","Zákazníci kteří mají seznam přání: %s%"
"Dashboard","Přehled"
"Day","Den"
"Default Recently Compared Products Count","Výchozí počet pro poslední porovnávané"
"Default Recently Viewed Products Count","Výchozí počet pro poslední zobrazené"
"Description","Popis"
"Detail","Detaily"
"Downloads","Soubory ke stažení"
"Email","E-mail"
"Empty Rows","Prázdné řádky"
"Filter","Filtr"
"First Name","Jméno"
"From","Od"
"General","Obecné"
"Guest","Host"
"Hits","Počet"
"IP Address","IP adresa"
"Invoiced","Fakturováno"
"Items in Cart","Položek v košíku"
"Last Name","Příjmení"
"Last Review","Poslední recenze"
"Link","Odkaz"
"List of Products Recently Viewed by Visitor","Seznam posledních zobrazených produktů"
"Low Stock","Nízká zásoba"
"Low stock","Nízká zásoba"
"Month","Měsíc"
"Most Viewed","Nejsledovanější"
"Name","Jméno"
"New Accounts","Nové účty"
"No","Ne"
"Number Added","Číslo přidáno"
"Number Fulfilled","Číslo vyplněno"
"Number Of Reviews","Počet recenzí"
"Number Purchased","Počet objednávek"
"Number Viewed","Počet zobrazení"
"Number of Items","Počet položek"
"Number of New Accounts","Počet nových účtů"
"Number of Products to display","Počet produktů k zobrazení"
"Number of Reviews","Počet recenzí"
"Number of Total Tags","Celkový počet štítků"
"Number of Unique Tags","Počet jedinečných štítků"
"Number of Views","Počet zobrazení"
"Number of items bought from a wishlist: %s","Počet položek koupených ze seznamu přání: %s"
"Number of times wishlists have been shared (emailed): %s","Počet sdílených (odeslaných emailem) seznamů přání: %s"
"Number of wishlist conversions: %s","Počet přeměn seznamu přání: %s"
"Number of wishlist referrals: %s","Počet odkazujících seznamů přání: %s"
"Number of wishlists: %s","Počet seznamů přání: %s"
"Order Status","Stav objednávky"
"Order Taxes Report Grouped by Tax Rate","Přehled DPH objednávek seskupených podle sazby"
"Orders","Objednávky"
"Out of stock","Není skladem"
"Period","Období"
"Poducts Report","Report produktů"
"Popular Tags","Oblíbené štítky"
"Popularity","Obliba"
"Price","Cena"
"Product Name","Název produktu"
"Product Reviews","Recenze produktu"
"Product SKU","Produkt SKU"
"Product Tags","Štítky produktu"
"Products","Produkty"
"Products Ordered","Objednané produkty"
"Products Report","Přehledy produktů"
"Products Reviews","Recenze produktů"
"Products Tags","Štítky produktu"
"Products in carts","Produkty v košíku"
"Purchases","Zakoupeno"
"Quantity Ordered","Objednané množství"
"Quantity of Items","Množství položek"
"Recently Compared","Poslední porovnávané"
"Recently Compared Products","Poslední porovnávané produkty"
"Recently Viewed","Nedávno zobrazené"
"Recently Viewed Products","Nedávno zobrazené produkty"
"Recently Viewed/Compared Products","Poslední zobrazené / porovnávané produkty"
"Refresh Lifetime Statistics","Obnovit celkové statistiky"
"Refresh Statistics","Obnovení statistik"
"Refresh Statistics for the Last Day","Aktualizovat statistiky k poslednímu dni"
"Refunds","Vratky"
"Reports","Přehledy"
"Results","Výsledky"
"Revenue","Tržba"
"Review","Recenze"
"Reviews","Recenze"
"Reviews for %s","Recenze pro %s"
"Sales","Prodej"
"Sales Report","Přehled prodeje"
"Search Query","Vyhledávací dotaz"
"Search Terms","Hledané výrazy"
"Select day of the month.","Zvolte den v měsíci."
"Shipping","Přepravné"
"Shopping Cart","Nákupní košík"
"Shopping Cart Price Rule","Pravidla cen pro nákupní košík"
"Show Actual Values","Zobrazit aktuální hodnoty"
"Show Report","Zobrazit přehled"
"Show for Current","Zobrazit aktuální"
"Specified","Zadáno"
"Statistics","Statistiky"
"Stock Qty","Množství na skladě"
"Submitted In","Předložen v"
"Submitted On","Předložený na"
"Subtotal","Mezisoučet"
"Tag","Štítek"
"Tag ""%s"" details","Detail ""%s"" štítku"
"Tag Detail","Detaily štítku"
"Tag Name","Jméno štítku"
"Tags submitted to %s","Štítek pro %s"
"Tax","DPH"
"Title","Název"
"To","Pro"
"Total","Celkem"
"Total Invoiced vs. Paid Report","Přehled fakturováno vs. uhrazeno"
"Total Ordered Report","Přehled objednáno celkem"
"Total Refunded Report","Přehled vrácených"
"Total Shipped Report","Přehled přepravné celkem"
"Total Tags","Celkem štítků"
"Total invoiced","Celkem fakturováno"
"Total refunded","Celkem zaplaceno"
"Updated At","Aktualizováno"
"Viewed Products Grid Template","Zobrazené produkty v mřížce"
"Viewed Products List Template","Zobrazené produkty v seznamu"
"Visible In","Viditelné v"
"Wishlist Report","Report seznamu přání"
"Wishlist vs. Regular Order","Seznam přání versus skutečné objednávky"
"Wishlists","Seznam přání"
"Year","Rok"
"Year-To-Date Starts","Rok začíná"
"Yes","Ano"
"Your Recently Compared","Nedávno porovnávané"
"Your Recently Viewed","Nedávno prohlížené"
