"Abandoned Carts","Hüljatud ostukorvid"
"Abandoned carts","Hüljatud ostukorvid"
"Action","Toiming"
"Add to Cart","Lisa ostukorvi"
"Add to Compare","Lisa võrdlusesse"
"Add to Wishlist","Lisa soovikorvi"
"Any","Kõik"
"Are you sure?","Kindel?"
"Bestsellers","Enim müüdud"
"Coupons","Kupongid"
"Coupons Usage Report","Kupongide kasutusraport"
"Created At","Loodud"
"Customer","Klient"
"Customer Name","Kliendi nimi"
"Customers","Kliendid"
"Customers Reviews","Klientide arvustused"
"Customers by Orders Total","Kliendid käibe järgi"
"Customers by number of orders","Kliendid tellimuste arvu järgi"
"Dashboard","Töölaud"
"Day","Päev"
"Description","Kirjeldus"
"Email","E-post"
"Excel XML","Exceli XML"
"First Name","Eesnimi"
"From","Kellelt"
"General","Üldine"
"Guest","Külaline"
"Hits","Klikke"
"IP Address","IP aadress"
"Invoiced","Arve esitatud"
"Items in Cart","Toodet ostukorvis"
"Last Name","Perekonnanimi"
"Month","Kuu"
"Name","Nimi"
"New Accounts","Uued kontod"
"No","Ei"
"Order Status","Tellimuse staatus"
"Orders","Tellimused"
"Out of stock","Laost otsas"
"Price","Hind"
"Product Name","Toote nimi"
"Product Reviews","Toote arvustused"
"Products","Tooted"
"Products Ordered","Tellitud tooted"
"Products Reviews","Tootearvustused"
"Products in carts","Tooteid ostukorvis"
"Recently Compared Products","Viimati võrreldud tooted"
"Recently Viewed","Viimati vaadatud"
"Recently Viewed Products","Viimati vaadatud tooted"
"Recently Viewed/Compared Products","Viimati vaadatud / võrreldud tooted"
"Results","Tulemused"
"Revenue","Käive"
"Reviews","Arvustused"
"Sales","Müük"
"Search Query","Otsingu päring"
"Search Terms","Otsisõnad"
"Shipping","Tarne"
"Shopping Cart","Ostukorv"
"Show Report","Näita raportit"
"Specified","Spetsiifiline"
"Subtotal","Vahesumma"
"Tax","Maks"
"Title","Pealkiri"
"To","Kellele"
"Total","Kokku"
"Year","Aasta"
"Yes","Jah"
