"Add Minimum Qty","Lisage Minimaalne kogus"
"Allow Qty Below 0","Luba kogus alla 0"
"Allow Qty Below 0 and Notify Customer","Luba kogus alla 0 ja teavita klienti"
"Backorders","Järeltellimused"
"By Fixed value","Fikseeritud väärtusena"
"By Percentage","Protsendina"
"Decrease Stock When Order is Placed","Vähenda laoseisu peale tellimuse esitamist"
"Display Out of Stock Products","Näita tooteid mida laos pole"
"Enable Qty Increments","Luba kogusesamme"
"In Stock","Laos"
"Inventory","Ladu"
"Inventory Section","Ladu"
"Manage Stock","Halda laoseisu"
"Maximum Qty Allowed in Shopping Cart","Suurim ostukorvis lubatud kogus"
"Minimum Qty","Minimaalne kogus"
"Minimum Qty Allowed in Shopping Cart","Väikseim ostukorvis lubatud kogus"
"No Backorders","Keela järeltellimused"
"Notify for Quantity Below","Teavita alla kogust"
"Only X left Threshold","Ainult x järgi künnis"
"Out of Stock","Laost otsas"
"Product Name","Toote nimi"
"Product Stock Options","Toote laoseisu valikud"
"Products will still be shown by direct product URLs.","Tooteid ikka näidatakse otsese URLi kaudu"
"Qty","Kogus"
"Qty Increments","Kogusesamm"
"Set Items' Status to be In Stock When Order is Cancelled","Muuda toode laosolevaks kui tellimus tühistatakse"
"Stock Options","Lao valikud"
"Stock Status","Laoseis"
"To Fixed Value","Fikseeritud väärtusele"
"To Percentage","Protsendina"
"Update","Uuenda"
"Update the Product","Uuenda toodet"
