"API Login ID","ID de connexion de l'API"
"Accepted Currency","Devise acceptée"
"Authorize Only","Autorisation seulement"
"Authorize and Capture","Autorisation et collecte"
"Cancel","Annuler"
"Credit Card Types","Types de cartes de paiement"
"Credit Card Verification","Vérification de carte de paiement"
"Debug","Déboguage"
"Email Customer","Envoyer un email au client"
"Enabled","Activé"
"Invalid amount for authorization.","Montant invalide pour autorisation."
"Invalid amount for capture.","Montant de capture non valide"
"Invalid amount for refund.","Montant non valide pour le remboursement."
"Maximum Order Total","Total maximum d'une commande"
"Merchant's Email","Email du commerçant"
"Minimum Order Total","Total minimum d'une commande"
"New Order Status","Statut d'une nouvelle commande"
"Payment Action","Action de paiement"
"Payment authorization error.","Erreur d'autorisation de paiement."
"Payment capturing error.","Erreur de capture de paiement."
"Payment from Applicable Countries","Mode de paiement autorisé pour les pays concernés"
"Payment from Specific Countries","Mode de paiement autorisé pour les pays spécifiques"
"Payment refunding error.","Erreur de remboursement de paiement."
"Payment voiding error.","Erreur lors de l'annulation de paiement."
"Sort Order","Ordre de tri""Abandoned Carts"
"Test Mode","Mode test"
"Title","Titre"
"Transaction Key","Clé de la transaction"
"authorize","autoriser"
"authorize and capture","autoriser et capturer"
"capture","capturer"
"failed","échoué"
"refund","rembourser"
"successful","réussi"
"void","annuler"
