"Abandoned Carts","سبدهای خرید رها شده"
"Abandoned carts","سبدهای خرید رها شده"
"Action","اقدام"
"Add to Cart","اضافه کردن به سبد خرید"
"Add to Compare","افزودن به مقایسه"
"Add to Wishlist","اضافه کردن به فهرست علاقمندیها"
"Any","هرکدام"
"Applied Coupon","کوپن اعمال شده"
"Are you sure?","شما اطمینان دارید؟"
"Bestsellers","پرفروش‌ها"
"Carts","سبدهای خرید"
"Compared Products Grid Template","قالب مشبک محصولات مقایسه شده"
"Compared Products List Template","قالب لیستی محصولات مقایسه شده"
"Coupons","کوپن ها"
"Coupons Usage Report","گزارش استفاده‌ از کوپن‌ ها"
"Created At","ايجاد شده در"
"Current Month Starts","ماه جاری شروع می‌شود"
"Customer","مشتری"
"Customer Name","نام مشتری"
"Customers","مشتریان"
"Customers Report","گزارش مشتریان"
"Customers Reviews","نظرات مشتریان"
"Customers by Number of Orders","مشتریان بر اساس تعداد سفارش‌ ها"
"Customers by Orders Total","مشتریان بر اساس مجموع سفارش‌ ها"
"Customers by number of orders","مشتریان بر اساس تعداد سفارش‌ ها"
"Dashboard","داشبورد"
"Day","روز"
"Default Recently Compared Products Count","تعداد محصولات اخیرا مقایسه شده‌ی پیش فرض"
"Default Recently Viewed Products Count","تعداد محصولات اخیرا بازدید شده‌ی پیش فرض"
"Description","توصیف"
"Detail","جزئیات"
"Downloads","دانلودها"
"Email","ايميل"
"Empty Rows","سطرهای خالی"
"Excel XML","اکسل XML"
"Filter","فیلتر"
"First Name","نام"
"From","از"
"General","عمومی"
"Guest","مهمان"
"Hits","بازدید"
"ID","شناسه"
"IP Address","آدرس IP"
"Invoiced","فاکتور شده"
"Items in Cart","اقلام در سبد خرید"
"Last Name","نام خانوادگی"
"Last Review","آخرین بازبینی"
"Link","لینک"
"List of Products Recently Viewed by Visitor","لیست محصولات به تازگی بازدید شده توسط بازدید کننده"
"Low Stock","موجودی کم"
"Low stock","موجودی کم"
"Month","ماه"
"Most Viewed","پر بازدید"
"Name","نام"
"New Accounts","حساب‌ های کاربری جدید"
"No","خیر"
"Number of Items","تعداد موارد"
"Number of Products to display","تعداد محصولات برای نمایش"
"Order Status","وضعيت سفارش"
"Order Taxes Report Grouped by Tax Rate","گزارش مالیات‌های سفارش با نرخ مالیات گروه بندی شده است"
"Orders","سفارشات"
"Out of stock","در انبار موجود نیست"
"Period","دوره"
"Price","قيمت"
"Product Name","نام محصول"
"Product Reviews","نظرات محصول"
"Products","محصولات"
"Products Ordered","محصولات سفارش داده شده"
"Products Report","گزارش محصولات"
"Products Reviews","نظرات محصولات"
"Products in carts","محصولات در سبدهای خرید"
"Purchases","خریدها"
"Recently Compared","اخیرا مقایسه شده"
"Recently Compared Products","به تازگی مقایسه کرده اید"
"Recently Viewed","اخیرا مشاهد شده"
"Recently Viewed Products","به تازگی بازدید کرده اید"
"Recently Viewed/Compared Products","محصولات اخیرا مشاهد/مقایسه شده"
"Refresh Lifetime Statistics","رفرش تمام آمارها تا کنون"
"Refresh Statistics","به روز رسانی آمار"
"Refresh Statistics for the Last Day","رفرش آمار برای روز گذشته"
"Refunds","استردادها"
"Report","گزارش"
"Reports","گزارش‌ ها"
"Results","نتایج"
"Revenue","درآمد"
"Review","مرور"
"Reviews","نظرات"
"Sales","حراجی ها"
"Sales Report","گزارش فروش‌ ها"
"Search Query","لیست جستجو"
"Search Terms","عبارات جستجو"
"Select day of the month.","انتخاب روز ماه."
"Shipping","ارسال"
"Shopping Cart","سبد خرید"
"Show Actual Values","نمایش مقادیر فعلی"
"Show Report","نمایش گزارش"
"Show for Current","نمایش برای کنونی"
"Specified","مشخص شده"
"Statistics","آمار"
"Subtotal","جمع جز"
"Tax","مالیات"
"Title","عنوان"
"To","به"
"Total","مجموع"
"Total Invoiced vs. Paid Report","مجموع فاکتور شده در برابر گزارش پرداخت"
"Total Ordered Report","گزارش مجموع سفارش داده شده"
"Total Refunded Report","گزارش مجموع مسترد شده"
"Total Shipped Report","گزارش مجموع ارسال شده"
"Updated At","به روز شده در"
"Viewed Products Grid Template","قالب مشبک محصولات بازدید شده"
"Viewed Products List Template","قالب لیستی محصولات بازدید شده"
"Year","سال"
"Year-To-Date Starts","آغاز سال تا کنون شروع شد"
"Yes","بله"
