"* Required Fields","* زمينه هاي مورد نياز"
"Admin","مدير"
"Authorize","احراز هویت"
"Callback URL","URL مراجعه مجدد"
"Cleanup Probability","احتمال پاکسازی"
"Cleanup Settings","تنظيمات پاکسازی"
"Close","بستن"
"Created At","ايجاد شده در"
"Customer","مشتری"
"Delete","حذف"
"Disable","غیرفعال کردن"
"Disabled","غير فعال"
"Edit","ويرايش"
"Email","ايميل"
"Email Address","آدرس ايمميل"
"Enable","فعال"
"Enabled","فعال"
"Expiration Period","دوره انقضاء"
"ID","شناسه"
"Invalid Callback URL","URL مراجعه مجدد نامعتبر"
"Invalid Rejected Callback URL","URL مراجعه مجدد رد شده نامعتبر"
"Key","کليد"
"Login","ورود"
"Name","نام"
"Password","کلمه عبور"
"Permissions","دسترسي ها"
"Role Name","نام نقش"
"Save","ذخيره"
"Save and Continue Edit","ذخيره و ادامه ويرايش"
"Status","وضعيت"
"System","سيستم"
"User ID","شناسه كاربر"
"User Name","نام كاربر"
"deleted","حذف شده"
