"Advanced Search","جستجوی پیشرفته"
"All","همه"
"Catalog Advanced Search","جستجوی پیشرفته‌ کاتالوگ"
"Catalog Search","جستجوی کاتالوگ"
"Don't see what you're looking for?","چیزی که به دنبال آن هستید را پیدا نمی‌کنید؟"
"Go to Home Page","برو به صفحه‌ی اصلی"
"Grid","مشبک"
"Home","خانه"
"List","لیست"
"Maximum Query Length","حداکثر طول متن"
"Minimal Query Length","حداقل طول متن"
"No","خیر"
"Popular Search Terms","عبارات جستجوی محبوب"
"Rebuild Catalog product fulltext search index","بازسازی فهرست جستجوی تمام متنی محصول کاتالوگ"
"Relevance","ارتباط"
"Results","نتایج"
"Search","جستجو"
"Search Settings","تنظیمات جستجو"
"Search Terms","عبارات جستجو"
"Search entire store here...","تمام فروشگاه را اینجا جستجو کنید..."
"There are no search terms available.","عبارات جستجویی موجود نیست."
"Yes","بله"
