"Abandoned Carts","Achtergelaten winkelwagens"
"Abandoned carts","Achtergelaten winkelwagens"
"Action","Actie"
"Add to Cart","In Winkelwagen"
"Add to Compare","Toevoegen om te vergelijken"
"Add to Wishlist","Toevoegen aan verlanglijst"
"Any","Elke"
"Applied Coupon","Gebruikte kortingsbon"
"Are you sure?","Weet je het zeker?"
"Bestsellers","Meest verkochte producten"
"Carts","Winkelwagens"
"Compared Products Grid Template","Vergeleken producten Grid-sjabloon"
"Compared Products List Template","Vergeleken producten Lijst-sjabloon"
"Coupons","Kortingsbonnen"
"Coupons Usage Report","Coupons gebruik-rapport"
"Created At","Aangemaakt Op"
"Current Month Starts","Huidige maand start"
"Customer","Klant"
"Customer Name","Naam klant"
"Customers","Klanten"
"Customers Report","Klantenrapport"
"Customers Reviews","Klanten-reviews"
"Customers by Number of Orders","Klanten o.b.v. bestellingen"
"Customers by Orders Total","Klanten o.b.v. orderwaarde"
"Customers by number of orders","Klanten per totaal aantal bestellingen"
"Day","Dag"
"Default Recently Compared Products Count","Standaard-aantal onlangs vergeleken producten"
"Default Recently Viewed Products Count","Standaard-aantal onlangs bekeken producten"
"Description","Omschrijving"
"Email","E-mail"
"Empty Rows","Lege regels"
"Filter","Filteren"
"First Name","Voornaam"
"From","Van"
"General","Algemeen"
"Guest","Bezoeker"
"IP Address","IP Adres"
"Invoiced","Gefactureerd"
"Items in Cart","Producten in winkelwagen"
"Last Name","Achternaam"
"Last Review","Laatste Review"
"Link","link"
"List of Products Recently Viewed by Visitor","Overzicht van producten die recentelijk door bezoekers bekeken zijn"
"Low Stock","Lage voorraad"
"Low stock","Lage voorraad"
"Month","Maand"
"Most Viewed","Meest bekeken"
"Name","Naam"
"New Accounts","Nieuwe accounts:"
"No","Nee"
"Number of Items","Aantal items"
"Number of Products to display","Aantal producten om te tonen"
"Order Status","Bestelling Status"
"Order Taxes Report Grouped by Tax Rate","Bestelling BTW-rapport gegroepeerd op BTW-groep"
"Orders","Bestellingen"
"Out of stock","Niet op voorraad"
"Period","Periode"
"Price","prijs"
"Product Name","Product Naam"
"Product Reviews","Productreviews"
"Products","Producten"
"Products Ordered","Bestelde producten"
"Products Report","Productenrapport"
"Products Reviews","Reviews"
"Products in carts","Producten in winkelwagens"
"Purchases","Aankopen"
"Recently Compared","Recentelijk vergelijken"
"Recently Compared Products","Recent vergeleken producten"
"Recently Viewed","Recent bekeken"
"Recently Viewed Products","Recent bekeken producten"
"Recently Viewed/Compared Products","Recent bekeken/vergeleken producten"
"Refresh Lifetime Statistics","Vernieuw Statistieken complete historie"
"Refresh Statistics","Vernieuw Statistieken"
"Refresh Statistics for the Last Day","Vernieuw Statistieken van vandaag"
"Refunds","Terugbetalingen"
"Report","Verslag"
"Reports","Rapportages"
"Results","Resultaten"
"Revenue","Omzet"
"Sales","Verkopen"
"Sales Report","Verkooprapport"
"Search Query","Zoekterm"
"Search Terms","Zoektermen"
"Select day of the month.","Selecteer dag van de maand"
"Shipping","Aflevering"
"Shopping Cart","Winkelwagen"
"Show Actual Values","Toon actuele waardes"
"Show Report","Toon rapport"
"Show for Current","Tonen voor huidige"
"Specified","Gespecificeerd"
"Statistics","Statistieken"
"Subtotal","Subtotaal"
"Tax","BTW"
"Title","Titel"
"To","Aan"
"Total","Totaal"
"Total Invoiced vs. Paid Report","Rapport: Totaal gefactureerd vs. Totaal betaald"
"Total Ordered Report","Rapportage Totaal Besteld"
"Total Refunded Report","Rapportage Totaal Gerefund"
"Total Shipped Report","Rapportage Totaal Verzonden"
"Updated At","Bijgewerkt op"
"Viewed Products Grid Template","Bekeken producten Grid-sjabloon"
"Viewed Products List Template","Bekeken producten Lijst-sjabloon"
"Year","Jaar"
"Year-To-Date Starts","Startdatum financieel jaar"
"Yes","Ja"
