"Add Option","Voeg optie toe"
"Attribute Code","Attribuutcode"
"Attribute Label","Attribuutlabel"
"Attribute Properties","Attribuut-eigenschappen"
"Attribute object is undefined","Attribuut object is niet opgegeven"
"Attribute with the same code","Attribuut met dezelfde code"
"Catalog Input Type for Store Owner","Catalogus invoertype voor winkeleigenaar"
"Date","Datum"
"Decimal Number","Decimaal Nummer"
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","Standaard product sortering komt niet voor niet in de beschikbare-product-sorteringen-lijst"
"Default Value","Standaardwaarde"
"Delete","Verwijder"
"Email","E-mail"
"Entity is not initialized","Entiteit is niet geïnitialiseerd"
"Entity object is undefined","Entiteit is niet opgegeven"
"Form Element with the same attribute","Form-element met dezelfde attribuut"
"Form Fieldset with the same code","Form-Fieldset met dezelfde code"
"Form Type with the same code","Form-type met dezelfde code"
"Input Validation for Store Owner","Invoervalidatie voor winkeleigenaar"
"Integer Number","Integer nummer"
"Invalid alias, already exists in joint attributes","Ongeldige alias, bestaat al in gejoinde attributen"
"Invalid date","Ongeldige datum"
"Joint field or attribute expression with this alias is already declared","Gezamenlijk veld of attribuut expressie met deze alias is al afgekondigd"
"Letters (a-z, A-Z) or Numbers (0-9)","Letters (a-z, A-Z) of cijfers (0-9)"
"Multiple Select","Multi-select"
"No","Nee"
"None","Geen"
"Required","Vereist"
"System","Systeem"
"Text Area","Tekstgedeelte"
"Text Field","Tekstveld"
"Unique Value","Unieke waarde"
"Unique Value (not shared with other products)","Unieke waarde (wordt niet gedeeld met andere producten)"
"Values Required","Waarden vereist"
"Yes","Ja"
"Yes/No","Ja/Nee"
