"* Select shipping method","* Sélectionnez le mode de livraison"
"2Day","2 jours"
"AVS Status: %s","Statut du système de vérification d'adresse (AVS)"
"Add Shipping Method","Ajouter un mode de livraison"
"Allowed Methods","Modes de livraison autorisés"
"Amount: %s","Montant : %s"
"Auto-generated from GoogleCheckout Charge","Généré automatiquement depuis la facturation GoogleCheckout"
"CC Partial: xxxx-%s","Carte de crédit (partiel) : xxxx-%s"
"CID Status: %s","Statut CID : %s"
"Carrier Calculated Methods","Modes de livraison autorisés par le transporteur"
"Cart Discount","Remise panier"
"Checkout Image Style","Style d'image du règlement"
"Continue Shopping URL","URL de ""Poursuivez vos achats"""
"Debug","Déboguage"
"Default Package Height (in)","Hauteur par défaut du paquet (en pouces)"
"Default Package Length (in)","Longueur par défaut du paquet (en pouces)"
"Default Package Width (in)","Largeur par défaut du paquet (en pouces)"
"Default price:","Prix par défaut :"
"Delivery Address Category","Catégorie d'adresse de livraison"
"Disable Default Tax Tables","Désactiver les tables de TVA par défault"
"Enable","Activer"
"Enable Carrier Calculated","Activer Calculé par le transporteur"
"Enable Digital Delivery","Activer la livraison numérique"
"Enable Flat Rate","Activer les montants fixes"
"Enable Merchant Calculated","Activer Calculé par le marchand"
"Enable this if your checkout request is too big and being cut off.","Activer ceci si votre requête de passage de commande est trop grosse et doit être découpée."
"Expiration: %s","Expiration : %s"
"Express Mail","Courrier Express"
"Express Saver","Express économe"
"Financial: %s -> %s","Financier : %s -> %s"
"First Overnight","Lendemain"
"Free Shipping","Livraison gratuite"
"Fulfillment: %s -> %s","Accomplissement : %s -> %s"
"Google API","API Google"
"Google Authorization:","Autorisation Google :"
"Google Charge:","Tarif Google :"
"Google Checkout Shipping - Carrier Calculated","Livraison Google Checkout - Calculé par transporteur"
"Google Checkout Shipping - Digital Delivery","Livraison Google Checkout - Livraison numérique"
"Google Checkout Shipping - Flat Rate","Livraison Google Checkout - Montant fixe"
"Google Checkout Shipping - Merchant Calculated","Livraison Google Checkout - Calculé par le marchand"
"Google Checkout: %s","Google Checkout : %s"
"Google Order Number: %s","Numéro de commande Google : %s"
"Google Refund:","Remboursement Google :"
"Google Risk Information:","Informations Google à propos des risques :"
"Ground","Sol"
"Home Delivery","Livraison à domicile"
"IP Address: %s","Adresse IP : %s"
"If enabled, cart contents will be hidden after clicking on the Google Checkout button in the shopping cart, and restored if ""Edit Cart"" link was activated.","Si vous l'activez, le contenu du panier sera caché après que le client aura cliqué sur le bouton Google Checkout, puis restauré si le lien ""Éditer le panier"" a été activé."
"Inches","Pouces"
"Large - %s","Grand - %s"
"Latest Charge: %s","Derniers frais facturé : %s"
"Latest Refund: %s","Dernier remboursement : %s"
"Location","Lieu"
"Media Mail","Courrier media"
"Medium - %s","Moyen - %s"
"Merchant ID","Identifiant marchand"
"Merchant Key","Clé de marchand"
"Method","Méthode"
"New Order Status","Statut nouvelle commande"
"No","Non"
"Optional, leave empty for home page.","Facultatif, laisser vide pour la page d'accueil"
"Parcel Post","Colis postal"
"Priority Mail","Courrier prioritaire"
"Priority Overnight","Lendemain (prioritaire)"
"Rate 1 Amount","Valeur du taux 1"
"Rate 1 Ship To Applicable Countries","Pays de livraison applicables pour le taux 1"
"Rate 1 Ship to Specific Countries","Pays de livraison spécifiques pour le taux 1"
"Rate 1 Title","Libellé du taux 1"
"Rate 2 Amount","Valeur du taux 2"
"Rate 2 Ship To Applicable Countries","Pays de livraison applicables pour le taux 2"
"Rate 2 Ship to Specific Countries","Pays de livraison spécifiques pour le taux 2"
"Rate 2 Title","Libellé du taux 2"
"Rate 3 Amount","Valeur du taux 3"
"Rate 3 Ship To Applicable Countries","Pays de livraison applicables pour le taux 3"
"Rate 3 Ship to Specific Countries","Pays de livraison spécifiques pour le taux 3"
"Rate 3 Title","Libellé du taux 3"
"Sandbox","Bac à sable (sandbox)"
"Secure Callback URL","URL d'appel de retour sécurisée"
"Small - %s","Petit - %s"
"Title","Titre"
"Total Charged: %s","Total facturé : %s"
"Total Refunded: %s","Total remboursé : %s"
"United Kingdom","Royaume Uni"
"United States","États-Unis"
"White Background","Fond blanc"
"Yes","Oui"
"You will be redirected to GoogleCheckout in a few seconds.","Vous allez être redirigé vers Google Checkout dans quelques secondes."
