"Allow Qty Below 0","Galimas kiekis mažiau nei 0"
"Allow Qty Below 0 and Notify Customer","Galimas kiekis mažiau nei 0 ir Pirkėjo Informavimas"
"Backorders","Rezervavimas"
"By Fixed value","Fiksuota reikšmė"
"By Percentage","Procentais"
"Catalog Inventory","Inventorius"
"Decrease Stock When Order is Placed","Sumažinti Kiekį, kai atliekamas Užsakymas"
"In Stock","Sandėlyje"
"Inventory","Inventorius"
"Maximum Qty Allowed in Shopping Cart","Maksimumas Vnt. Leista Apsipirkimo Krepšelyje"
"Minimum Qty Allowed in Shopping Cart","Minimalus leistinas Vnt. kiekis Apsipirkimo Krepšelyje"
"No Backorders","Be Rezervacijos"
"Notify for Quantity Below","Informuoti Pasibaigiant kiekiui"
"Out of Stock","Nėra sandėlyje"
"Product Name","Prekės pavadinimas"
"Qty","Kiekis"
"Rule price","Kainų taisyklė"
"Stock Options","Kieko Nustatymai"
"The requested quantity for ""%s"" is not available.","Pasirinkto kiekio ""%s"" nėra."
"To Fixed Value","Fiksuota reikšmė"
"To Percentage","Procentai"
"Update","Atnaujinti"
"Update the Product","Atnaujinti prekę"
