"Cron (Scheduled Tasks) - all the times are in minutes","Cron (Scheduled Tasks) - i minutter"
"Daily","Daglig"
"For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set.","For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set"
"Hourly","Hver time"
"Invalid callback: %s::%s does not exist","Ugyldig: %s::%s eksisterer ikke"
"Invalid model/method definition, expecting ""model/class::method"".","Invalid model/method definition. Expecting ""model/class::method""."
"Monthly","Månedlig"
"No callbacks found","Fant ingen"
"Unable to delete the cron task.","Kunne ikke slette cron-oppgaven."
"Weekly","Ukentlig"
