"Action","إجراء"
"Add Sitemap","أضف خريطة للموقع"
"Always","دائماً"
"CMS Pages Options","خيارات ادارة المحتوى"
"Categories Options","خيارات التصنيفات"
"Daily","يوميا"
"Edit Sitemap","تعديل خريطة الموقع"
"Enabled","تفعيل"
"Error Email Recipient","خطأ فى مستقبل الرسالة"
"Error Email Sender","خطأ فى ارسال الرسالة"
"Error Email Template","خطأ فى قالب الرسالة"
"Filename","اسم الملف"
"Frequency","التردد"
"Generate","توليد"
"Generation Settings","خصائص الانشاء"
"Hourly","كل ساعة"
"ID","التعريف"
"Link for Google","رابط لجوجل"
"Monthly","شهريا"
"Never","مطلقاً"
"New Sitemap","خريطة موقع جديدة"
"Path","المسار"
"Priority","أولوية"
"Products Options","خصائص المنتج"
"Sitemap","خريطة الموقع"
"Start Time","زمن البداية"
"Store View","عرض المتجر"
"This sitemap no longer exists.","خريطة الموقع لم تعد موجودة."
"Weekly","إسبوعياً"
"Yearly","سنوياً"
