"* Select shipping method","* Seleziona metodo di spedizione"
"2Day","2 giorni"
"2nd Day Air","secondo giorno Aerea"
"3 Day Select","Seleziona 3 giorni"
"AVS Status: %s","Stato AVS: %s"
"Add Shipping Method","Aggiungi metodo di spedizione"
"Allowed Methods","Metodi consentiti"
"Amount: %s","Importo: %s"
"Auto-generated from GoogleCheckout Charge","Auto-generato da GoogleCheckout Charge"
"CC Partial: xxxx-%s","CC parziale: xxxx-%s"
"CID Status: %s","Stato CID: %s"
"Carrier Calculated Methods","Metodi trasporto calcolati"
"Cart Discount","Sconti carrello"
"Checkout Image Style","Stile immagine pagamento"
"Commercial","Commerciale"
"Continue Shopping URL","Continua acquisti URL"
"Default Package Height (in)","Altezza predefinita pacco (in)"
"Default Package Length (in)","Lunghezza predefinita pacco (in)"
"Default Package Width (in)","Larghezza predefinita pacco (in)"
"Default price:","Prezzi predefiniti:"
"Delivery Address Category","Categoria indirizzo consegna"
"Disable Default Tax Tables","Disattiva tabelle predefinite tasse"
"Enable","Attiva"
"Enable Carrier Calculated","Attiva trasporto calcolato"
"Enable Digital Delivery","Attiva consegna digitale"
"Enable Flat Rate","Abilita Flat Rate"
"Enable Merchant Calculated","Attiva calcolo venditore"
"Enable this if your checkout request is too big and being cut off.","Attiva questo se la richiesta di pagamento è troppo grande e viene tagliata."
"Expiration: %s","Scadenza: %s"
"Express Mail","Posta corriere"
"Express Saver","Express Risparmiatore"
"Financial: %s -> %s","Finanziario: %s -> %s"
"First Overnight","Giorno successivo"
"Free Shipping","Spedizione Gratuita"
"Fulfillment: %s -> %s","Adempimento: %s -> %s"
"Google API","API di Google"
"Google Authorization:","Autorizzazione Google:"
"Google Charge:","Addebito Google:"
"Google Checkout","Pagamento Google"
"Google Checkout Shipping - Carrier Calculated","Pagamento spedizione Google - Trasporto calcolato"
"Google Checkout Shipping - Digital Delivery","Pagamento spedizione Google - Consegna digitale"
"Google Checkout Shipping - Flat Rate","Spedizione Google Checkout - Forfeit"
"Google Checkout Shipping - Merchant Calculated","Pagamento spedizione Google – Calcolo acquirente"
"Google Checkout: %s","Pagamento Google: %s"
"Google Order Number: %s","Numero ordine Google: %s"
"Google Refund:","Rimborsi Google:"
"Google Risk Information:","Informazioni rischi Google:"
"Ground","Terreno"
"Home Delivery","First Overnight"
"IP Address: %s","Indirizzo IP: %s"
"If enabled, cart contents will be hidden after clicking on the Google Checkout button in the shopping cart, and restored if ""Edit Cart"" link was activated.","Se attivato, i contenuti del carrello verranno nascosti cliccando sul bottone pagamento Google nel carrello, e ripristinati se il link “Modifica carrello” era attivo."
"Inches","Pollici"
"Large - %s","Larghezza - %s"
"Latest Charge: %s","Ultimo addebito: %s"
"Latest Refund: %s","Ultimo rimborso: %s"
"Location","Posizione"
"Medium - %s","Media - %s"
"Merchant ID","ID Venditore"
"Merchant Key","Codice venditore"
"Method","Metodo"
"New Order Status","Nuovo stato dell'ordine"
"Next Day Air Early AM","UPS Express Plus"
"Optional, leave empty for home page.","Opzionale, lascia vuota per la home page"
"Parcel Post","Spedizione pacco postale"
"Priority Mail","Posta prioritaria"
"Priority Overnight","Intl Priority Freight"
"Rate 1 Amount","Importo rata 1"
"Rate 1 Ship To Applicable Countries","Rata 1 spedizione a Paesi consentiti"
"Rate 1 Ship to Specific Countries","Rata 1 spedizione a Paesi specifici"
"Rate 1 Title","Rata 1 titolo"
"Rate 2 Amount","Importo rata 2"
"Rate 2 Ship To Applicable Countries","Rata 2 spedizione a Paesi consentiti"
"Rate 2 Ship to Specific Countries","Rata 2 spedizione a Paesi specifici"
"Rate 2 Title","Rata 2 titolo"
"Rate 3 Amount","Importo rata 3"
"Rate 3 Ship To Applicable Countries","Rata 3 spedizione a Paesi consentiti"
"Rate 3 Ship to Specific Countries","Rata 3 spedizione a Paesi specifici"
"Rate 3 Title","Rata 3 titolo"
"Residential","Residenziale"
"Secure Callback URL","Richiamo sicuro URL"
"Small - %s","Piccolo - %s"
"Standard Overnight","Standard Notturno"
"Title","Titolo"
"Total Charged: %s","Totale addebito: %s"
"Total Refunded: %s","Totale rimborsi: %s"
"Transparent","Transparente"
"United Kingdom","Regno Unito"
"United States","Stati Uniti"
"White Background","Sfondo bianco"
"Yes","Sì"
"You will be redirected to GoogleCheckout in a few seconds.","Verrai reindirizzato a GoogleCheckout in pochi secondi"
