"A block identifier with the same properties already exists in the selected store.","Un identificatore di blocco con le stesse proprietà esiste già nel negozio selezionato."
"Action","Azione"
"Add New Block","Aggiungi nuovo blocco"
"Add New Page","Aggiungi nuova pagina"
"All Countries","Tutti i Paesi"
"Anchor Custom Text","Ancora testo personalizzato"
"Anchor Custom Title","Titolo personalizzato ancora"
"Block","Blocca"
"Block Information","Informazioni Blocco"
"Block Title","Titolo blocco"
"CMS Home Page","Home Page CMS"
"CMS No Cookies Page","Pagina CMS: Nessun Cookie"
"CMS No Route Page","Pagina CMS: Nessun Instradamento"
"CMS Page","Pagine CMS"
"CMS Page Link","Link pagina CMS"
"CMS Page Link Block Template","Template blocco Link Pagina CMS"
"CMS Page Link Inline Template","Template inline Link Pagina CMS"
"CMS Static Block","Blocco statico CMS"
"CMS Static Block Default Template","Template predefinito Blocco statico CMS"
"Collapse All","Chiudi Tutto"
"Content","Contenuto"
"Content Heading","Titolo contenuto"
"Content Management","Gestione dei contenuti"
"Contents of a Static Block","Contenuto di un blocco statico"
"Custom Design","Design Personalizzato"
"Custom Layout","Layout personalizzato"
"Custom Theme","Tema personalizzato"
"Customer Tax Class Information","Informazioni classe fiscale cliente"
"Date Created","Data creazione"
"Delete Block","Elimina blocco"
"Delete File","Elimina File"
"Delete Folder","Elimina cartella"
"Delete Page","Elimina pagina"
"Description","Descrizione"
"Design","Aspetto"
"Disabled","Disabilitato"
"Disabled Completely","Completamente disabilitato"
"Disabled by Default","Disabilitato di default"
"Edit Block","Modifica blocco"
"Edit Block '%s'","Modifica blocco '%s'"
"Edit Page","Modifica pagina"
"Edit Page '%s'","Modifica pagina '%s'"
"Enable WYSIWYG Editor","Attiva l'Editor WYSIWYG"
"Enabled","Abilitato"
"Enabled by Default","Abilitato di default"
"Expand All","Mostra Tutto"
"General Information","Informazioni Generali"
"Go to Home Page","Vai alla Home Page"
"Identifier","Identificatore"
"If empty, the Page Title will be used","Se vuoto, verrà utilizzato il titolo della pagina"
"Insert File","Inserire File"
"Keywords","Parole chiave"
"Last Modified","Ultima modifica"
"Layout Update XML","Aggiornamento del layout XML"
"Link to a CMS Page","Link a una pagina CMS"
"Manage Pages","Gestisci le pagine"
"Media Gallery","Galleria Media"
"Media Storage","Archivio file multimediali"
"Meta Description","Descrizione Meta"
"New Block","Nuovo blocco"
"New Folder Name:","Nome della nuova cartella:"
"New Page","Nuova pagina"
"No files found","Nessun file trovato"
"Page Information","Informazioni sulla pagina"
"Page Status","Stato pagina"
"Page Title","Titolo della pagina"
"Pages","Pagine"
"Product Tax Class Information","Informazioni classe imposte prodotto"
"Redirect to CMS-page if Cookies are Disabled","Reindirizza alla pagina CMS se i cookie sono disabilitati"
"Save Block","Salva blocco"
"Save Page","Salva pagina"
"Select Block...","Seleziona blocco..."
"Select Page...","Seleziona pagina..."
"Show Breadcrumbs for CMS Pages","Visualizza breadcrumbs per le pagine CMS"
"Show Notice if JavaScript is Disabled","Mostra notifica se i JavaScript sono disabilitati"
"Static Blocks","Blocchi statici"
"Status","Stato"
"Storage Root","Root Storage"
"Store View","Vista Negozio"
"The page has been deleted.","La pagina è stata cancellata."
"This block no longer exists.","Questo blocco non esiste più."
"This page no longer exists.","Questa pagina non esiste più."
"Title","Titolo"
"URL Key","Chiave URL"
"WYSIWYG Options","Opzioni WYSIWYG"
