"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Attenzione</strong>: il Captcha fa distinzione tra maiuscole e minuscole."
"After number of attempts to login","Dopo un numero di tentativi di login"
"Always","Sempre"
"CAPTCHA Timeout (minutes)","Timeout CAPTCHA (minuti)"
"Case Sensitive","Maiuscole/minuscole"
"Displaying Mode","Modalità di visualizzazione"
"Enable CAPTCHA in Admin","Abilita CAPTCHA in Admin"
"Font","Carattere"
"Forms","Moduli"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Se si specifica 0, il CAPTCHA nel form di accesso sarà sempre disponibile."
"Incorrect CAPTCHA.","CAPTCHA errato."
"Number of Symbols","Numero di simboli"
"Number of Unsuccessful Attempts to Login","Numero di tentativi di Login falliti"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Specifica al massimo 8 simboli. Intervallo consentito (ad es. 3-5)"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Si prega di utilizzare solo lettere (a-z o A-Z) o numeri (0-9) in questo campo. Non sono ammessi spazi o altri caratteri.<br />Caratteri simili (es. ""i"", ""l"", ""1"") diminuiscono la probabilità di un corretto riconoscimento da parte del cliente."
"Reload captcha","Ricarica il Captcha"
"Symbols Used in CAPTCHA","Simboli utilizzati nel CAPTCHA"
