"Abandoned Carts","Carrelli abbandonati"
"Abandoned carts","Carrelli abbandonati"
"Action","Azione"
"Add to Cart","Aggiungi al Carrello"
"Add to Compare","Aggiungi al confronto"
"Add to Wishlist","Aggiungi alla Lista dei Desideri"
"Any","Qualsiasi"
"Applied Coupon","Coupon applicati"
"Are you sure?","Sei sicuro?"
"Bestsellers","Più venduti"
"Bought from wishlists","Comprato dalla wishlist"
"Carts","Carrelli"
"Compared Products Grid Template","Template griglia ""Prodotti Comparati"""
"Compared Products List Template","Template Lista ""Prodotti Comparati"""
"Coupons","Coupon"
"Coupons Usage Report","Report di utilizzo del coupon"
"Created At","Creato il"
"Current Month Starts","Inizia dal mese corrente"
"Customer","Cliente"
"Customer Name","Nome cliente"
"Customer Tags","Tags utente"
"Customers","Clienti"
"Customers Report","Report clienti"
"Customers Reviews","Recensioni dei clienti"
"Customers Tags","Tags utenti"
"Customers by Number of Orders","Clienti per numero di ordini"
"Customers by Orders Total","Clienti per totale ordini"
"Customers by number of orders","Clienti per numero di ordini"
"Customers by orders total","Utenti per ordini totali"
"Customers that have wishlist: %s%","Utenti che hanno wishlist: %s%"
"Dashboard","Cruscotto"
"Day","Giorno"
"Default Recently Compared Products Count","Numero predefinito di prodotti recentemente confrontati da considerare"
"Default Recently Viewed Products Count","Numero predefinito di prodotti recentemente visti da considerare"
"Description","Descrizione"
"Detail","Dettagli"
"Empty Rows","Righe vuote"
"Filter","Filtro"
"First Name","Nome"
"From","Dal"
"General","Generale"
"Guest","Ospite"
"Hits","Utilizzi"
"IP Address","Indirizzo IP"
"Invoiced","Fatturati"
"Items in Cart","Articoli nel carrello"
"Last Name","Cognome"
"Last Review","Ultima recensione"
"List of Products Recently Viewed by Visitor","Lista ""prodotti visti di recente"" dai visitatori"
"Low Stock","Scorte in esaurimento"
"Low stock","Scarsa disponibilità"
"Month","Mese"
"Most Viewed","Più Visti"
"Name","Nome"
"New Accounts","Nuovi Account"
"Number Added","Numero aggiunto"
"Number Fulfilled","Numero pieno"
"Number Of Reviews","Numero di recensioni"
"Number Purchased","Numero acquisti"
"Number Viewed","Numero visualizzazione"
"Number of Items","Numero di elementi"
"Number of New Accounts","Numero nuovi account"
"Number of Products to display","Numero di Prodotti da visualizzare"
"Number of Reviews","Numero di recensioni"
"Number of Total Tags","Numero di tags totali"
"Number of Unique Tags","Numero di tags singole"
"Number of Views","Numero di visualizzazioni"
"Number of items bought from a wishlist: %s","Numero di oggetti comprati da una wishlist: %s"
"Number of times wishlists have been shared (emailed): %s","Numero di volte in cui la wishlist è stata condivisa (spedita via email): %s"
"Number of wishlist conversions: %s","Numero di conversioni wishlist: %s"
"Number of wishlist referrals: %s","Numero di riferimenti wishlist: %s"
"Number of wishlists: %s","Numero di wishlist: %s"
"Order Status","Status Ordine"
"Order Taxes Report Grouped by Tax Rate","Report di tasse ordine raggruppati per aliquota fiscale"
"Orders","Ordini"
"Out of stock","Non Disponibile"
"Period","Periodo"
"Poducts Report","Genera rapporto"
"Popular Tags","Tags popolari"
"Popularity","Popolarità"
"Price","Prezzo"
"Product Name","Nome prodotto"
"Product Reviews","Recensioni prodotti"
"Product SKU","Prodotti SKU"
"Product Tags","Tag prodotto"
"Products","Prodotti"
"Products Ordered","Prodotti ordinati"
"Products Report","Report prodotti"
"Products Reviews","Recensioni prodotti"
"Products Tags","Tags prodotti"
"Products in carts","Prodotti nei carrelli"
"Purchases","Acquisti"
"Quantity Ordered","Quantità di ordini"
"Quantity of Items","Quantità di oggetti"
"Recently Compared","Confrontati di recente"
"Recently Compared Products","Prodotti comparati di recente"
"Recently Viewed","Visti di recente"
"Recently Viewed Products","Prodotti visti di recente"
"Recently Viewed/Compared Products","Prodotti visti/confrontati di recente"
"Refresh Lifetime Statistics","Aggiornare le statistiche dall'inizio dell'attività"
"Refresh Statistics","Aggiorna le statistiche"
"Refresh Statistics for the Last Day","Aggiorna le statistiche per l'ultimo giorno"
"Refunds","Rimborsi"
"Reports","Rapporti"
"Results","Risultati"
"Revenue","Entrate"
"Review","Recensione"
"Reviews","Recensioni"
"Reviews for %s","Recensioni per %s"
"Sales","Vendite"
"Sales Report","Report Vendite"
"Search Query","Query di ricerca"
"Search Terms","Termini di ricerca"
"Select day of the month.","Seleziona il giorno del mese."
"Shipping","Spedizione"
"Shopping Cart","Carrello"
"Shopping Cart Price Rule","Regola prezzo carrello"
"Show Actual Values","Mostra i valori attuali"
"Show Report","Visualizza Report"
"Show for Current","Mostra per corrente"
"Specified","Specificato"
"Statistics","Statistiche"
"Stock Qty","Scorte Qty"
"Submitted In","Inviato in"
"Submitted On","Inviato su"
"Subtotal","Subtotale"
"Tag ""%s"" details","Tag ""%s"" dettagli"
"Tag Detail","Tag dettaglio"
"Tag Name","Nome Tag"
"Tags submitted to %s","Tags inviata a %s"
"Tax","Tassa"
"Title","Titolo"
"To","Al"
"Total","Totale"
"Total Invoiced vs. Paid Report","Report totale fatturato vs pagato"
"Total Ordered Report","Report Totale ordinato"
"Total Refunded Report","Report totale rimborsato"
"Total Shipped Report","Report totale spedito"
"Total Tags","Tags totali"
"Total invoiced","Fattura totale"
"Total refunded","Rimborso totale"
"Updated At","Aggiornato al"
"Viewed Products Grid Template","Template griglia ""Prodotti Visti"""
"Viewed Products List Template","Template lista ""Prodotti Visti"""
"Visible In","Visibile In"
