"<a href=""%s"" target=""_blank"">Link</a>","<a href=""%s"" target=""_blank"">Bağlantı</a>"
"Done","Yapıldı"
"ETA: %s","Tahmini Süre: %s"
"Less than a minute","1 dakikadan az"
"Memory Used: %s","Kullanılan Hafıza : %s"
"Processed records: %s","İşlenen kayıt sayısı : %s"
"Sheet 1","Sayfa 1"
"Starting %s :: %s","%s :: %s Başlatılıyor"
"Total records: %s","Toplam kayıt sayısı : %s"
"hour","saat"
"hours","saat"
"minute","dakika"
"minutes","dakika"
