"A block identifier with the same properties already exists in the selected store.","Um identificador do bloco com as mesmas propriedades já existe na loja selecionada."
"Action","Ação"
"Add New Block","Adicionar novo bloco"
"Add New Page","Adicionar Nova Página"
"All Countries","Todos os Países"
"Anchor Custom Text","Texto Personalizado da Âncora"
"Anchor Custom Title","Título Personalizado da Âncora"
"Block","Bloquear"
"Block Information","Informação do Bloco"
"Block Title","Título do Bloco"
"CMS Home Page","CMS homepage"
"CMS No Cookies Page","Página No Cookies CMS"
"CMS No Route Page","Página No Route CMS"
"CMS Page","Página CMS"
"CMS Page Link","Link da página CMS"
"CMS Page Link Block Template","Template de Bloco do Link da Página CMS"
"CMS Page Link Inline Template","Template Inline do Link da Página CMS"
"CMS Static Block","Bloco estático do CMS"
"CMS Static Block Default Template","Template Pré-definido para Blocos Estáticos CMS"
"Collapse All","Recolher Tudo"
"Content","Conteúdo"
"Content Heading","Cabeçalho do Conteúdo"
"Content Management","Gerenciamento de conteúdo"
"Contents of a Static Block","Conteúdo de um Bloco Estático"
"Custom Design","Design Personalizado"
"Custom Layout","Layout Personalizado"
"Custom Theme","Tema Personalizado"
"Customer Tax Class Information","Informações de classe de impostos de cliente"
"Date Created","Data de criação"
"Delete Block","Excluir Bloco"
"Delete File","Excluir Arquivo"
"Delete Folder","Apagar Pasta"
"Delete Page","Excluir Página"
"Description","Descrição"
"Design","Visual"
"Disabled","Desabilitado"
"Disabled Completely","Desativado Completamente"
"Disabled by Default","Desativado por padrão"
"Edit Block","Editar o Bloco"
"Edit Block '%s'","Editar bloco '%s'"
"Edit Page","Editar Página"
"Edit Page '%s'","Editar página '%s'"
"Enable WYSIWYG Editor","Habilitar o Editor WYSIWYG"
"Enabled","Habilitado"
"Enabled by Default","Habilitado por padrão"
"Expand All","Expandir Tudo"
"General Information","Informação Geral"
"Go to Home Page","Ir para a página inicial"
"Home","Início"
"ID","Id."
"Identifier","Identificador"
"If empty, the Page Title will be used","Se estiver vazio, será usado o título da página"
"Insert File","Inserir Arquivo"
"Keywords","Palavras chave"
"Last Modified","Última modificação"
"Layout Update XML","Atualização do Layout XML"
"Link to a CMS Page","Link para uma página CMS"
"Media Gallery","Galeria de mídia"
"Media Storage","Armazenamento de Mídia"
"Meta Data","Meta dados"
"Meta Description","Meta Descrição"
"Meta Keywords","Meta Palavras-chave"
"New Block","Novo Bloco"
"New Folder Name:","Nome da Nova Pasta:"
"New Page","Nova Página"
"No files found","Nenhum arquivo encontrado"
"Page Information","Informação da Página"
"Page Status","Status da página"
"Page Title","Título da Página"
"Pages","Páginas"
"Product Tax Class Information","Informações de classe de impostos de produto"
"Redirect to CMS-page if Cookies are Disabled","Redirecionar para Página CMS se as Cookies estiverem Desativadas"
"Save Block","Salvar bloco"
"Save Page","Gravar Página"
"Select Block...","Selecione o Bloco..."
"Select Page...","Selecione a Página..."
"Show Breadcrumbs for CMS Pages","Mostrar migalhas para páginas CMS"
"Show Notice if JavaScript is Disabled","Mostrar Aviso se o JavaScript estiver desativado"
"Static Blocks","Blocos estáticos"
"Status","Situação"
"Storage Root","Matriz de Armazenamento"
"Store View","Visão de Loja"
"Template","Modelo"
"The page has been deleted.","A página foi excluída."
"This block no longer exists.","Este bloco não existe mais."
"This page no longer exists.","Esta página não existe mais."
"Title","Título"
"URL Key","Chave URL"
"WYSIWYG Options","Opções do WYSIWYG"
