"--Please Select--","-- Por favor, selecione --"
"API Login ID","ID de Login da API"
"Accepted Currency","Moedas Aceitas"
"Card Verification Number","Código de Verificação do Cartão"
"Card Verification Number Visual Reference","Referência Visual do Número de Verificação do Cartão"
"Close","Fechar"
"Credit Card Information","Informações do cartão de crédito"
"Credit Card Number","Número do Cartão de Crédito"
"Credit Card Type","Tipo do Cartão de Crédito"
"Credit Card Types","Tipo do Cartão de Crédito"
"Credit Card Verification","Verificação do cartão de crédito"
"Debug","Depurar"
"Email Customer","Enviar E-mail ao Cliente"
"Enabled","Habilitado"
"Expiration Date","Data de Validade"
"Gateway URL","URL de entrada"
"Maximum Order Total","Total máximo de pedidos"
"Merchant MD5","MD5 do Comerciante"
"Merchant's Email","E-mail do Comerciante"
"Minimum Order Total","Total mínimo do pedidos"
"New Order Status","Novo status do pedido"
"Order saving error: %s","Erro ao salvar compra: %s"
"Payment Action","Ação de Pagamento"
"Payment authorization error.","Erro de autorização de pagamento."
"Payment from Applicable Countries","Pagamento de Países Aplicáveis"
"Payment from Specific Countries","Pagamento a partir de Países Específicos"
"Sort Order","Ordenação"
"Test Mode","Modo de Teste"
"There was an error processing your order. Please contact us or try again later.","Ocorreu um erro processando seu pedido. Por favor, entre em contato conosco ou tente novamente mais tarde."
"Title","Título"
"Transaction Key","Chave de transação"
"What is this?","O que é isto?"
