"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Pažnja</strong>: Captcha je osetljiva na mala i velika slova."
"After number of attempts to login","Nakon broja pokušaja da se prijavi"
"Always","Uvek"
"Displaying Mode","Režim prikaza"
"Enable CAPTCHA in Admin","Omogući unesite CAPTCHA u Adminu"
"Forms","Forme"
"Incorrect CAPTCHA.","Neispravna CAPTCHA."
"Number of Symbols","Broj simbola"
"Number of Unsuccessful Attempts to Login","Broj neuspešnih pokušaja da za prijavljivanje"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Molimo navesti najviše 8 simbola. Raspon dovoljen (na primer 3-5)"
"Reload captcha","Osveži captcha kod"
