"Add Option","Legg til alternativ"
"Attribute Code","Attributtkode"
"Attribute Label","Attributtetikett"
"Attribute Properties","Attributtegenskaper"
"Attribute object is undefined","Attributtet er udefinert"
"Catalog Input Type for Store Owner","Katalog innput type for butikkeier"
"Date","Dato"
"Decimal Number","Desimaltall"
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","Standard Produkt Liste Sortering Etter finnes ikke i Tilgjengelig Produkt Liste Sortering Etter."
"Default Value","Standardverdi"
"Delete","Slett"
"Dropdown","Rullgardinmeny"
"Email","E-post"
"Input Validation for Store Owner","Validering av inndata for butikkeier"
"Multiple Select","Merk flere"
"No","Nei"
"None","Ingen"
"Required","Kreves"
"Text Area","Tekst Område"
"Text Field","Tekstfelt"
"Unique Value","Unik verdi"
"Unique Value (not shared with other products)","Unik verdi (ikke delt med andre produkter)"
"Values Required","Verdier påkrevd"
"Yes","Ja"
"Yes/No","Ja/nei"
