"Alert subscription has been saved.","Varslingsabonnement er lagret."
"Error Email Sender","Feil Epost Sender"
"Error Email Template","Feil Epost Mal"
"Frequency","Frekvens"
"Price:","Pris:"
"Product Alerts","Produktmeldinger"
"Start Time","Starttid"
"The product was not found.","Produktet ble ikke funnet."
"Unsubscribe from all price alerts","Slutt å abonnere på alle prisvarsler"
"You will no longer receive price alerts for this product.","Du vil ikke lenger motta prisvarsler for dette produktet."
"You will no longer receive stock alerts for this product.","Du vil ikke lenger motta lagervarsler for dette produktet."
"You will no longer receive stock alerts.","Du vil ikke lenger motta lagervarsler."
