"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Huomio</strong>: Captchassa kirjainkoolla on väliä."
"After number of attempts to login","Kirjautumisyritysmäärän jälkeen"
"Always","Aina"
"CAPTCHA Timeout (minutes)","CAPTCHA-aikakatkaisu (minuutteina)"
"Case Sensitive","Kirjainkoolla on väliä"
"Displaying Mode","Näyttötila"
"Enable CAPTCHA in Admin","Ota CAPTCHA käyttöön hallintasivulla"
"Font","Fontti"
"Forms","Lomakkeet"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Jos 0 on määritetty, kirjautumislomakkeen CAPTCHA on aina saatavilla."
"Incorrect CAPTCHA.","Virheellinen CAPTCHA."
"Number of Symbols","Merkkien määrä"
"Number of Unsuccessful Attempts to Login","Epäonnistuneiden kirjautumisyritysten määrä"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Määritä enintään 8 symbolia. Valintaväli hyväksytään (esimerkiksi 3-5)"
"Reload captcha","Uudelleenlataa CAPTCHA"
"Symbols Used in CAPTCHA","CAPTCHAssa käytetyt merkit"
