"<strong>Attention</strong>: Captcha is case sensitive.","<strong>注意</strong>︰ 驗證碼是區分大小寫。"
"After number of attempts to login","嘗試登錄的次數"
"Always","一律"
"CAPTCHA","驗證碼"
"CAPTCHA Timeout (minutes)","驗證碼超時 （分鐘）"
"Case Sensitive","區分大小寫"
"Displaying Mode","顯示模式"
"Enable CAPTCHA in Admin","在管理員啟用驗證碼"
"Font","字體"
"Forms","表單 "
"If 0 is specified, CAPTCHA on the Login form will be always available.","如果指定 0，登錄表單上的驗證碼將一律可用。"
"Incorrect CAPTCHA.","不正確的驗證碼。"
"Number of Symbols","符號數"
"Number of Unsuccessful Attempts to Login","嘗試登錄失敗次數"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","請最多指定8個符號。 範圍允許（例如3-5）"
"Reload captcha","重新載入驗證碼"
"Symbols Used in CAPTCHA","在驗證碼中使用的符號"
