" was not delivered nor scanned","沒有交貨也未檢查"
"1 Day Freight","1 天貨運"
"2 Day Freight","2日到貨"
"3 Day Freight","3日到貨"
"Access ID","訪問編號"
"Account ID","帳號編號"
"Business Service Center","Business Service Center "
"Calculate Handling Fee","計算手續費"
"Cannot retrieve shipping rates","Cannot retrieve shipping rates "
"Configuration","配置"
"Container","Container "
"DHL","DHL "
"Debug","除錯"
"Delivered","已交貨"
"Displayed Error Message","顯示錯誤信息"
"Drop Box","Drop Box "
"Dropoff","Dropoff "
"Empty response","空回复"
"Error #%s : %s (%s)","錯誤號%s : %s (%s) "
"Error #%s: %s","錯誤號%s: %s "
"Europe First Priority","Europe First Priority "
"Express","Express "
"Express 10:30 AM","Express 10:30 AM "
"Express Saturday","Express Saturday "
"Express Saver","Express Saver "
"FedEx","FedEx "
"FedEx 10kg Box","FedEx 10kg盒子"
"FedEx 25kg Box","FedEx 25kg盒子"
"FedEx Box","FedEx Box "
"FedEx Envelope","FedEx信封"
"FedEx Pak","FedEx Pak "
"FedEx Tube","FedEx Tube "
"First Overnight","First Overnight "
"Flat","Flat "
"Gateway URL","閘道網址"
"Gateway XML URL","Gateway XML URL "
"Gift","禮物"
"Ground","Ground "
"Handling Applied","需要手續費"
"Handling Fee","手續費"
"Home Delivery","Home Delivery "
"Inches","英吋"
"International Economy","International Economy "
"International Express","International Express "
"International First","International First "
"International Priority","International Priority "
"Intl Economy Freight","Intl Economy Freight "
"Intl Priority Freight","Intl Priority Freight "
"Large","Large "
"Letter","Letter "
"Machinable","Machinable "
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight) "
"Next Afternoon","Next Afternoon "
"No","否"
"Non-rectangular","Non-rectangular "
"None","無"
"Order","訂單"
"Order #%s","訂單號%s "
"Package","安裝包"
"Package Description","包裹說明"
"Packaging","包裝"
"Parcel","包裹"
"Password","密碼"
"Priority Mail","Priority Mail "
"Priority Overnight","Priority Overnight "
"Receiver","Receiver "
"Rectangular","Rectangular "
"Regular","Regular "
"Regular Pickup","Regular Pickup "
"Request Courier","Request Courier "
"Required","必要"
"Response is in the wrong format","Response is in the wrong format "
"Second Day Service","Second Day Service "
"Sender","發件人"
"Shipment Dutiable","Shipment Dutiable "
"Shipment Duty Payment Type","Shipment Duty Payment Type "
"Shipment is not available.","不能發貨。 "
"Shipment picked up","Shipment picked up "
"Size","大小"
"Sort Order","訂單排序"
"Standard Overnight","Standard Overnight "
"Station","Station "
"Subtotal","小計"
"There is no available method for selected shipping address.","所選配送地址沒有可用的配送方式。 "
"Third Party","第三方"
"Title","標題"
"Tracking XML URL","Tracking XML URL "
"UPS","UPS "
"UPS Next Day Air","UPS 次日空運送到"
"UPS Worldwide Express","UPS 全球速遞"
"USPS","USPS "
"Unable to retrieve tracking","無法查詢"
"United Parcel Service","United Parcel Service "
"United Parcel Service XML","United Parcel Service XML "
"Unknown error","未知錯誤"
"User ID","用戶編號"
"Variable","Variable "
"Weight Unit","重量單位"
"Yes","是"
"Your Packaging","您的包裝"
"inch","英吋"
