"Allow Alert When Product Comes Back in Stock","재고가 다시 들어올 때 알림 허용"
"Error Email Recipient","에러 이메일 받는 사람"
"Error Email Sender","에러 메일 전송자"
"Error Email Template","에러 이메일 템플릿"
"Frequency","빈도"
"Price:","가격:"
"Product Alerts","상품 알림"
"Start Time","시작 시간"
"You will no longer receive price alerts for this product.","이제부터 해당 상품에 대한 가격 알림을 받아보지 않습니다."
"The product was not found.","해당 상품을 찾을 수 없습니다."
"Unsubscribe from all price alerts","모든 가격 알림을 중지"
"Unsubscribe from all stock alerts","모든 재고 알림 취소"
"You will no longer receive stock alerts for this product.","이제부터 해당 상품의 재고에 대한 알림을 받아보지 않습니다."
"You will no longer receive stock alerts.","재고알림을 더이상 받지 않습니다."
