"Address","Dirección"
"Billing Information","Información de Facturación"
"City","Ciudad"
"Close","Cerrar"
"Company","Compañía"
"Country","País"
"Daily","Diariamente"
"Discount","Descuento"
"Dynamic","Dinámico"
"Edit","Editar"
"Email Address","Correo Electrónico"
"Enabled","Habilitado"
"Learn More","Leer más"
"Login","Ingreso"
"N/A","N/D"
"Partner","Socio"
"Password","Contraseña"
"Payflow Pro","Flujo de Pago Pro"
"Payment Action","Acción de Pago"
"Payment Method","Método de pago"
"Place Order","Lugar del pedido"
"Position","Posición"
"Price","Precio"
"Product","Producto"
"Product Name","Nombre del Producto"
"Proxy Host","Host Proxy"
"Proxy Port","Puerto Proxy"
"Qty","Cant."
"Reports","Reportes"
"Review Order","Revisar Pedido"
"Shipping","Envio"
"Shipping Address","Dirección de Embarque"
"Shipping Information","Información de Envío"
"Shipping Method","Método de Envío"
"Sorry, no quotes are available for this order at this time.","Lo sentimos, no hay citas disponibles para este pedido en este momento."
"Sort Order","Ordenar por tipo"
"State/Province","Estado/Provincia"
"Static","Estatico"
"Street Address","Dirección"
"Submitting order information...","Agregue otra información..."
"Telephone","Teléfono"
"There was an error processing your order. Please contact us or try again later.","Hubo un error al procesar su pedido. Por favor, póngase en contacto con nosotros o intente de nuevo más tarde."
"Title","Titulo"
"Use Proxy","Usar Proxy"
"View","Ver"
"Website Payments Standard","Pago Estandar"
"Yes","Si"
"Zip/Postal Code","Zip/Código postal"
