"API Login ID","ID de inicio de sesión en API"
"Accepted Currency","Moneda aceptada"
"Authorize Only","Sólo autorizar"
"Authorize and Capture","Autorizar y capturar"
"Cancel","Cancelar"
"Credit Card Types","Tipos de tarjeta de crédito"
"Credit Card Verification","Verificación de tarjeta de crédito"
"Debug","Depurar"
"Email Customer","Enviar mensaje de correo electrónico al cliente"
"Enabled","Habilitado"
"Invalid amount for capture.","Monto para retención inválido."
"Invalid amount for refund.","Cantidad de reembolso no válida."
"Maximum Order Total","Total máximo del pedido"
"Merchant's Email","Correo electrónico del vendedor"
"Minimum Order Total","Total mínimo del pedido"
"New Order Status","Nuevo estado del pedido"
"Payment Action","Acción de pago"
"Payment capturing error.","Error en el pago de retención."
"Payment from Applicable Countries","Pago desde países aceptados"
"Payment from Specific Countries","Pago desde países específicos"
"Payment refunding error.","Error en el pago de reembolso."
"Payment voiding error.","Error en la anulación del pago."
"Sort Order","Ordenación"
"Test Mode","Modo de prueba"
"Title","Título"
"Transaction Key","Clave de transacción"
"authorize","autorizar"
"authorize and capture","autorizar y capturar"
"capture","capturar"
"failed","error"
"refund","reembolso"
"successful","exitoso"
"void","vacío"
