"ALL","VŠETKO"
"ANY","AKÝKOĽVEK"
"Add","Pridať"
"Apply","Použiť"
"Conditions Combination","Kombinácie podmienok"
"FALSE","NESPRÁVNY"
"If %s of these conditions are %s:","Ak %s z týchto podmienok sú %s:"
"Open Chooser","Voľba otvorenia"
"Perform following actions","Vykonajte nasledujúce operácie"
"Please choose a condition to add...","Vyberte prosím podmienku pridania..."
"Please choose an action to add...","Vyberte prosím operáciu pridania..."
"Remove","Odstrániť"
"TRUE","SPRÁVNY"
"by","podľa"
"is","je"
"is not","nie je"
"to","do"
