"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Pozor</strong>: Rozlišujte malé a veľké písmená."
"After number of attempts to login","Po niekoľkých pokusoch o prihlásenie"
"Always","Vždy"
"CAPTCHA Timeout (minutes)","Časový limit pre CAPTCHA (minút)"
"Case Sensitive","Rozlišovať malé a veľké písmená"
"Displaying Mode","Režim zobrazenia"
"Enable CAPTCHA in Admin","Povoliť CAPTCHA v Administrácii"
"Font","Písmo"
"Forms","Formuláre"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Ak je zadaná 0, CAPTCHA na formulári prihlásiť bude vždy k dispozícii."
"Incorrect CAPTCHA.","Nesprávna CAPTCHA."
"Number of Symbols","Počet symbolov"
"Number of Unsuccessful Attempts to Login","Počet neúspešných pokusov o prihlásenie"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Uveďte najviac 8 znakov. Rozsah povolený (napr. 3-5)"
"Reload captcha","Obnoviť"
"Symbols Used in CAPTCHA","Symboly použité v CAPTCHA"
