"Abandoned Carts","Carritos abandonados"
"Abandoned carts","Carritos abandonados"
"Action","Acción"
"Add to Cart","Añadir al carrito"
"Add to Compare","Añadir para comparar"
"Add to Wishlist","Añadir a la lista de deseos"
"Any","Cualquiera"
"Applied Coupon","Cupón aplicado"
"Are you sure?","¿Está seguro(a)?"
"Bestsellers","Mejor vendidos"
"Bought from wishlists","Comprado desde la Lista de deseos"
"Carts","Carritos"
"Compared Products Grid Template","Plantilla de cuadrícula de productos comparados"
"Compared Products List Template","Plantilla de lista de productos comparados"
"Coupons","Cupones"
"Coupons Usage Report","Informe acerca del uso de cupones"
"Created At","Creado en"
"Current Month Starts","El mes actual empieza el"
"Customer","Cliente"
"Customer Name","Cliente nombre"
"Customer Tags","Etiquetas del Cliente"
"Customers","Clientes"
"Customers Report","Informe de clientes"
"Customers Reviews","Reseñas de clientes"
"Customers Tags","Etiquetas de Clientes "
"Customers by Number of Orders","Clientes por número de pedidos"
"Customers by Orders Total","Clientes por total de pedidos"
"Customers by number of orders","Clientes por número de pedidos"
"Customers by orders total","Clientes por total de pedidos"
"Customers that have wishlist: %s%","Clientes con Lista de deseos: %s%"
"Dashboard","Panel"
"Day","Día"
"Default Recently Compared Products Count","Contar los artículos comparardos por defecto"
"Default Recently Viewed Products Count","Contar las vistas de los artículos por defecto"
"Description","Descripción"
"Detail","Detalle"
"Downloads","Descargas"
"Email","Correo electrónico"
"Empty Rows","Filas vacías"
"Filter","Filtro"
"First Name","Nombre"
"From","Desde"
"Guest","Visitante"
"Hits","Visitas"
"ID","Identificador"
"IP Address","Dirección IP"
"Invoiced","Facturado"
"Items in Cart","Artículos en el carrito"
"Last Name","Apellidos"
"Last Review","Última revisión"
"Link","Enlace"
"List of Products Recently Viewed by Visitor","Lista de artículos recientemente examinados por el visitante"
"Low Stock","Existencia baja"
"Low stock","Existencia baja"
"Month","Mes"
"Most Viewed","Más vistos"
"Name","Nombre"
"New Accounts","Clientes con nuevas cuentas"
"No","No 	"
"Number Added","Número Agregado"
"Number Fulfilled","Número cumplido"
"Number Of Reviews","Número de Comentarios"
"Number Purchased","Número de Ordenes de Compras"
