"* Select shipping method","* Seleccionar Método de Envío"
"2Day","2días"
"2nd Day Air","2º día en avión"
"2nd Day Air AM","2º día en avión por la mañana"
"3 Day Select","Seleccione 3 días"
"AVS Status: %s","AVS Estatus: %s"
"Add Shipping Method","Añadir Método de Envío"
"Allowed Methods","Métodos permitidos"
"Amount: %s","Cantidad: %s"
"Auto-generated from GoogleCheckout Charge","Generar automaticamente el cargo desde GoogleCheckout"
"CC Partial: xxxx-%s","CC Parcial: xxxx-%s"
"CID Status: %s","CID Estatus: %s"
"Carrier Calculated Methods","Métodos de Transporte Calculado"
"Cart Discount","Descuento del carrito"
"Checkout Image Style","Estilo de la imagen de Pago"
"Commercial","Comercial"
"Continue Shopping URL","URL continuar comprando"
"Debug","Depurar"
"Default Package Height (in)","Altura del Paquete Predeterminada (pulg)"
"Default Package Length (in)","Largo del Paquete Predeterminado (pulg)"
"Default Package Width (in)","Ancho del Paquete Predeterminado (pulg)"
"Default price:","Precio predeterminado:"
"Delivery Address Category","Categoría de Dirección de Entrega"
"Disable Default Tax Tables","Tablas de Impuestos Predeterminados Inhabilitada"
"Enable","Activado"
"Enable Carrier Calculated","Habilitar Transporte Calculado"
"Enable Flat Rate","Habilitar Tarifas Fijas"
"Enable Merchant Calculated","Habilitar Mercante Calculado"
"Enable this if your checkout request is too big and being cut off.","Habilitar esto si su solicitud de pago es muy grande y es cortada."
"Expiration: %s","Vencimiento: %s"
"Express Mail","Correo Express"
"Express Saver","Envío urgente garantizada"
"Financial: %s -> %s","Financiera: %s -> %s"
"First Overnight","Primera clase nocturno"
"Free Shipping","Transporte gratuito"
"Fulfillment: %s -> %s","Cumplimiento: %s -> %s"
"Google API","API de Google"
"Google Authorization:","Autorización de Google:"
"Google Charge:","Cargos de Google:"
"Google Checkout Shipping - Carrier Calculated","Cálculo de envío - transporte de Google Checkout "
"Google Checkout Shipping - Flat Rate","Envio - Tarifa Fija de Google Checkout"
"Google Checkout Shipping - Merchant Calculated","Cálculo de envío - negociante deGoogle Checkout"
"Google Order Number: %s","Número de pedido Google: %s"
"Google Refund:","Reembolso Google:"
"Google Risk Information:","Información de Riesgo Google:"
"Ground","Vía terrestre"
"Home Delivery","Entrega a domicilio"
"IP Address: %s","Dirección IP: %s"
"If enabled, cart contents will be hidden after clicking on the Google Checkout button in the shopping cart, and restored if ""Edit Cart"" link was activated.","Si habilitado, el contenido del carrito será ocultado sobre el botón de Google Checkout en el carrito de compra, y restaurado si el enlace de ""Modificar Carrito"" fue activado."
"Inches","Centímetros"
"Large - %s","Grande - %s"
"Latest Charge: %s","El último cargo: %s"
"Latest Refund: %s","El último reembolso: %s"
"Location","Ubicación"
"Media Mail","Correo Media"
"Medium - %s","Mediano - %s"
"Merchant ID","Identificación del comerciante"
"Merchant Key","Llave el negociante"
"Method","Método"
"New Order Status","Nuevo estado del pedido"
"Next Day Air","Transporte aéreo al día siguiente"
"Next Day Air Early AM","Transporte aéreo al día siguiente a primera hora de la mañana"
"Next Day Air Saver","Transporte aéreo al día siguiente garantizada"
"No","No 	"
"Optional, leave empty for home page.","Opcional, deje vacio para la página de inicio."
"Parcel Post","Servicio de Paquetes Postales"
"Priority Mail","Correo urgente"
"Priority Overnight","Prioridad durante la noche"
"Rate 1 Amount","Tarifa 1 Cantidad"
"Rate 1 Ship To Applicable Countries","Tarifa 1 Enviar a Países Aplicables"
"Rate 1 Ship to Specific Countries","Tarifa 1 Enviar a Países Específicos"
"Rate 1 Title","Tarifa 1 Título"
"Rate 2 Amount","Tarifa 2 Cantidad"
"Rate 2 Ship To Applicable Countries","Tarifa 2 Enviar a Países Aplicables"
"Rate 2 Ship to Specific Countries","Tarifa 2 Enviar a Países Específicos"
"Rate 2 Title","Tarifa 2 Título"
"Rate 3 Amount","Tarifa 3 Cantidad"
"Rate 3 Ship To Applicable Countries","Tarifa 3 Enviar a Países Aplicables"
"Rate 3 Ship to Specific Countries","Tarifa 3 Enviar a Países Específicos"
"Rate 3 Title","Tarifa 3 Título"
"Residential","Residencial"
"Sandbox","Caja de arena"
"Secure Callback URL","Segura Callback URL"
"Small - %s","Pequeña - %s"
"Standard Overnight","Estándar de un día para otro"
"Title","Título"
"Total Charged: %s","Cargos totales: %s"
"Total Refunded: %s","Reembolsos totales: %s"
"Transparent","Transparente"
"United Kingdom","Reino Unido"
"United States","Estados Unidos"
"White Background","Fondo Blanco"
"Yes","Sí"
"You will be redirected to GoogleCheckout in a few seconds.","Será redireccionado a GoogleCheckout en pocos segundos."
