" for more information or "," để biết thêm thông tin hoặc "
"# of Items (and above)","# mục (và ở trên)"
"# of Items vs. Destination","# của mặt hàng so với điểm đến"
"Allow Shipping to Multiple Addresses","Cho phép vận chuyển đến nhiều địa chỉ"
"Calculate Handling Fee","Tính toán chi phí xử lý"
"Carrier:","Đơn vị vận chuyển:"
"City","Thành phố"
"Close Window","Đóng cửa sổ"
"Condition","Điều kiện"
"Country","Quốc gia"
"Custom Value","Tuỳ chỉnh các giá trị"
"Date","Ngày"
"Delivered on:","Gửi vào:"
"Description","Mô tả"
"Displayed Error Message","Hiển thị Thông báo lỗi"
"Divide to equal weight (one request)","Phân chia để trọng lượng bằng nhau (một yêu cầu)"
"Enabled","Cho phép"
"Error:","Lỗi:"
"Export","Xuất"
"Fixed","Cố định"
"Flat Rate","Tỷ lệ cố định"
"Free Shipping","Miễn phí vận chuyển"
"Handling Fee","Lệ phí xử lý"
"Import","Nhập"
"Include Virtual Products in Price Calculation","Bao gồm các sản phẩm ảo trong tính toán giá"
"Info:","Thông tin:"
"Local Time","Thời gian địa phương"
"Location","Vị trí"
"Maximum Qty Allowed for Shipping to Multiple Addresses","Số lượng tối đa được cho phép để vận chuyển đến nhiều địa chỉ"
"Method Name","Tên Phương pháp"
"Minimum Order Amount","Số lượng đặt hàng tối thiểu"
"N/A","Không xác định"
"None","Không cái nào"
"Options","Tùy chọn"
"Order Subtotal (and above)","Tổng phụ đơn hàng (và ở trên)"
"Origin","Nguồn gốc"
"Per Order","Một đơn đặt hàng"
"Per Package","Mỗi gói phần mềm"
"Percent","Phần trăm"
"Price","Giá"
"Price vs. Destination","Giá so với điểm đến"
"Region/State","Vùng/Khu vực"
"Ship to Applicable Countries","Vận chuyển đến quốc gia áp dụng"
"Ship to Specific Countries","Vận chuyển đến quốc gia cụ thể"
"Shipment #","Lô hàng #"
"Shipping Methods","Phương thức vận chuyển"
"Shipping Settings","Cài đặt Vận chuyển"
"Show Method if Not Applicable","Hiển thị Phương pháp nếu không áp dụng được"
"Sort Order","Thứ tự sắp xếp"
"Status:","Trạng thái:"
"Store Pickup","Nhận từ cửa hàng"
"Street Address","Địa chỉ đường"
"Street Address Line 2","Địa Chỉ Phố Dòng 2"
"Table Rates","Bảng tỷ giá"
"The shipping module is not available.","Các mô-đun vận chuyển không có sẵn."
"There is no tracking available for this shipment.","Không Có sẵn theo dõi cho lô hàng này."
"There is no tracking available.","Đó là theo dõi không có sẵn."
"Title","Tiêu đề"
"Track:","Theo dõi:"
"Tracking Information","Thông tin Theo dõi"
"Tracking Number:","Số theo dõi:"
"Tracking information is currently not available. Please ","Thông tin Theo dõi là hiện nay không có sẵn. Vui lòng "
"Type","Loại"
"Use origin weight (few requests)","Sử dụng trọng lượng gốc (vài yêu cầu)"
"Weight (and above)","Trọng lượng (và ở trên)"
"Weight vs. Destination","Trọng lượng so với điểm đến"
"ZIP/Postal Code","Mã Bưu điện/Bưu chính"
"contact us","liên hệ với chúng tôi"
"email us at ","gửi email cho chúng tôi tại "
