"Base URL","Đường Dẫn Cơ Sở URL"
"Configuration","Cấu hình"
"Confirm Password","Xác nhận mật khẩu"
"Continue","Tiếp tục"
"Database","Cơ sở dũ liệu"
"Download","Tải về"
"Email Address","Địa chỉ email"
"Enable Charts","Bật Các Biểu Đồ"
"Encryption Key","Khoá mật mã"
"File System","Hệ thống tập tin"
"First Name","Tên"
"Host","Lưu Trữ"
"Last Name","Họ"
"Locale","Ngôn ngữ và khu vực"
"Password","Mật khẩu"
"Password Confirmation","Xác nhận mật khẩu"
"Personal Information","Thông tin cá nhân"
"Report All Bugs","Báo cáo tất cả các lỗi"
"Required Fields","Bắt buộc"
"Secure Base URL","Bảo Mật Đường Dẫn Cơ Sở URL"
"User Name","Tên người dùng"
"User Password","Mật khẩu người dùng"
"Username","Tên đăng nhập"
